23-46001,http://tshop.r10s.jp/monju/cabinet/trusco_01/imgrc0065957796.jpg?fitin=700:700,132.8000,,花・ガーデン・DIY > DIY・工具 > 接着・補修用品 > 粘着テープ,積水化学工業　梱包用ＰＰテープ　48mm幅×50m長×0.052mm厚　クリア,,"★特徴★<br>
●透明性が高く、貼る場所を選びません<BR>
<BR>
★仕様★<BR>
●紙芯:再生紙使用<BR>
●粘着力:3.4N/10mm<BR>
●引張強度:50N/10mm<BR>
●芯径:3インチ(76mm)<BR>
●切断にはカッターが必要<BR>
●色:クリア<BR>
●幅(mm):48<BR>
●長さ(m):50<BR>
●厚み(mm):0.052<BR>
●質量:150g<BR>
●基材:ポリプロピレン<BR>
●粘着剤:アクリル系<br>",積水化学工業　梱包用ＰＰテープ　48mm幅&times;50m長&times;0.052mm厚　クリア：工具のお店　モンジュＳＨＯＰ,TONE（トネ）PROXXON(プロクソン)アーテック（ARTEC)夏休みの工作ホーザン　HOZANジェフコム圧着工具工具箱電気工事士ロブテックスMCCKTCOLFAはんだごて電気工事士技能試験ベッセル工具ANEX（兼古製作所）シリコンエンジニア積水化学工業　梱包用ＰＰテープ　48mm幅&times;50m長&times;0.052mm厚　クリア,積水化学工業　梱包用ＰＰテープ　48mm幅&times;50m長&times;0.052mm厚　クリア[rn]
23-46012,http://tshop.r10s.jp/monju/cabinet/tape/336-8289.jpg?fitin=700:700,3893.6000,,花・ガーデン・DIY > DIY・工具 > 接着・補修用品 > 粘着テープ,Nitto(日東電工)　ラインテープ(ゴミゼロタイプ)75mm×50m×0.16mm,,"<CENTER>
<TABLE border=""0"">
  <TR>
    <TD align=""center"" rowspan=""3""><B><FONT size=""-1"">&lt;特長&gt;</FONT></B></TD>
    <TD><FONT size=""-1"">●はく離紙がない、ゴミゼロ化タイプです</FONT></TD>
  </TR><TR>
    <TD><FONT size=""-1"">●鉛やPVCを使わず、環境にやさしいテープです</FONT></TD>
  </TR><TR>
    <TD><FONT size=""-1"">●有機溶剤を含まない粘着剤を使用しています</FONT></TD>
  </TR><TR>
    <TD align=""center""></TD>
    <TD>　</TD>
  </TR><TR>
    <TD align=""center"" rowspan=""2""><B><FONT size=""-1"">&lt;用途&gt;</FONT></B></TD>
    <TD><FONT size=""-1"">●屋内用ライン表示テープ</FONT></TD>
  </TR><TR>
    <TD><FONT size=""-1"">●工場や病院倉庫などの構内区画ラインに</FONT></TD>
  </TR><TR>
    <TD align=""center""></TD>
    <TD>　</TD>
  </TR><TR>
    <TD align=""center"" rowspan=""3""><B><FONT size=""-1"">&lt;仕様&gt;</FONT></B></TD>
    <TD><FONT size=""-1"">●切断にはカッターが必要</FONT></TD>
  </TR><TR>
    <TD><FONT size=""-1"">●粘着力：9.5N/10mm</FONT></TD>
  </TR><TR>
    <TD><FONT size=""-1"">●引張強度：75N/20mm</FONT></TD>
  </TR><TR>
    <TD align=""center""></TD>
    <TD>　</TD>
  </TR><TR>
    <TD align=""center"" rowspan=""2""><B><FONT size=""-1"">&lt;材質&gt;</FONT></B></TD>
    <TD><FONT size=""-1"">●基材：ポリオレフィン系フィルム</FONT></TD>
  </TR><TR>
    <TD><FONT size=""-1"">●粘着剤：ゴム系(無溶剤タイプ)</FONT></TD>
  </TR></TABLE>
</CENTER><br>",Nitto(日東電工)　ラインテープ(ゴミゼロタイプ)75mm&times;50m&times;0.16mm：工具のお店　モンジュＳＨＯＰ,TONE（トネ）PROXXON(プロクソン)アーテック（ARTEC)夏休みの工作ホーザン　HOZANジェフコム圧着工具工具箱電気工事士ロブテックスMCCKTCOLFAはんだごて電気工事士技能試験ベッセル工具ANEX（兼古製作所）シリコンエンジニアNitto(日東電工)　ラインテープ(ゴミゼロタイプ)75mm&times;50m&times;0.16mm,Nitto(日東電工)　ラインテープ(ゴミゼロタイプ)75mm&times;50m&times;0.16mm[rn]
23-46013,http://tshop.r10s.jp/monju/cabinet/tape/125-0698.jpg?fitin=700:700,1773.6000,,花・ガーデン・DIY > DIY・工具 > 接着・補修用品 > 粘着テープ,Nitto(日東電工)　ラインテープ(粗面用)50mm×10m×1.0mm,,"<CENTER>
<TABLE border=""0"">
  <TR>
    <TD align=""center"" rowspan=""2""><B><FONT size=""-1"">&lt;特長&gt;</FONT></B></TD>
    <TD><FONT size=""-1"">●粗面にもよくなじむ特殊な粘着剤を使用しています</FONT></TD>
  </TR><TR>
    <TD><FONT size=""-1"">●接着力が強力で、汚れにくく、耐摩耗性・耐久性に優れた厚手タイプです</FONT></TD>
  </TR><TR>
    <TD align=""center""></TD>
    <TD>　</TD>
  </TR><TR>
    <TD align=""center""><B><FONT size=""-1"">&lt;用途&gt;</FONT></B></TD>
    <TD><FONT size=""-1"">●工場、駐車場、病院などの構内区画ライン標示</FONT></TD>
  </TR><TR>
    <TD align=""center""></TD>
    <TD>　</TD>
  </TR><TR>
    <TD align=""center"" rowspan=""3""><B><FONT size=""-1"">&lt;仕様&gt;</FONT></B></TD>
    <TD><FONT size=""-1"">●切断にはカッターが必要</FONT></TD>
  </TR><TR>
    <TD><FONT size=""-1"">●粘着力：8.23N/10mm</FONT></TD>
  </TR><TR>
    <TD><FONT size=""-1"">●引張強度：501.9N/25mm</FONT></TD>
  </TR><TR>
    <TD align=""center""></TD>
    <TD>　</TD>
  </TR><TR>
    <TD align=""center"" rowspan=""2""><B><FONT size=""-1"">&lt;材質&gt;</FONT></B></TD>
    <TD><FONT size=""-1"">●基材：塩ビフィルム</FONT></TD>
  </TR><TR>
    <TD><FONT size=""-1"">●粘着剤：ゴム系(無溶剤タイプ)</FONT></TD>
  </TR></TABLE>
</CENTER><br>",Nitto(日東電工)　ラインテープ(粗面用)50mm&times;10m&times;1.0mm：工具のお店　モンジュＳＨＯＰ,TONE（トネ）PROXXON(プロクソン)アーテック（ARTEC)夏休みの工作ホーザン　HOZANジェフコム圧着工具工具箱電気工事士ロブテックスMCCKTCOLFAはんだごて電気工事士技能試験ベッセル工具ANEX（兼古製作所）シリコンエンジニアNitto(日東電工)　ラインテープ(粗面用)50mm&times;10m&times;1.0mm,Nitto(日東電工)　ラインテープ(粗面用)50mm&times;10m&times;1.0mm[rn]
23-46014,http://tshop.r10s.jp/monju/cabinet/trusco_01/imgrc0066386567.jpg?fitin=700:700,2721.6000,,花・ガーデン・DIY > DIY・工具 > 接着・補修用品 > 粘着テープ,TRUSCO(トラスコ)屋内用ラインテープ　50mm幅×50m長×0.16mm厚　ホワイト,,"★特徴★<BR>
●面にもよくなじむ特殊な粘着剤を使用しています<BR>●接着力が強力で、汚れにくく、耐摩耗性・耐久性に優れたタイプです<BR>
●屋内用<BR>
●工場、駐車場、病院などの構内区画ライン標示<BR>
<BR>
★仕様★<BR>
●粘着力:12N/10mm<BR>
●引張強度:50N/10mm<BR>
●切断にはカッターが必要<BR>
●色:ホワイト<BR>
●幅(mm):50<BR>
●長さ(m):50<BR>
●厚み(mm):0.16<BR>
●質量(g):750<BR>
●質量:750g<BR>
●基材:ポリオレフィン<BR>
●粘着剤:ゴム系<br>",TRUSCO(トラスコ)屋内用ラインテープ　50mm幅&times;50m長&times;0.16mm厚　ホワイト：工具のお店　モンジュＳＨＯＰ,TONE（トネ）PROXXON(プロクソン)アーテック（ARTEC)夏休みの工作ホーザン　HOZANジェフコム圧着工具工具箱電気工事士ロブテックスMCCKTCOLFAはんだごて電気工事士技能試験ベッセル工具ANEX（兼古製作所）シリコンエンジニアTRUSCO(トラスコ)屋内用ラインテープ　50mm幅&times;50m長&times;0.16mm厚　ホワイト,TRUSCO(トラスコ)屋内用ラインテープ　50mm幅&times;50m長&times;0.16mm厚　ホワイト[rn]
23-46015,http://tshop.r10s.jp/monju/cabinet/trusco_01/imgrc0066388650.jpg?fitin=700:700,3888.0000,,花・ガーデン・DIY > DIY・工具 > 接着・補修用品 > 粘着テープ,日本緑十字社　ラインテープ(ガードテープ)　50mm幅×20m長×0.2mm厚,,"★特徴★<BR>
●表面に施したポリエステル加工により、耐久性に優れたラインテープです<BR>
●屋内用<BR>
●室内床の区域表示<BR>
●案内路表示、危険表示<BR>
<BR>
★仕様★<BR>
●粘着力:19.1N/25mm<BR>
●引張強度:147N/10mm<BR>
●切断にはカッターが必要<BR>
●幅(mm):50<BR>
●長さ(m):20<BR>
●厚み(mm):0.2<BR>
●質量(g):500<BR>
●基材:オレフィン樹脂(表面ポリエステル加工)<BR>
●粘着剤:アクリル系<br>",日本緑十字社　ラインテープ(ガードテープ)　50mm幅&times;20m長&times;0.2mm厚：工具のお店　モンジュＳＨＯＰ,TONE（トネ）PROXXON(プロクソン)アーテック（ARTEC)夏休みの工作ホーザン　HOZANジェフコム圧着工具工具箱電気工事士ロブテックスMCCKTCOLFAはんだごて電気工事士技能試験ベッセル工具ANEX（兼古製作所）シリコンエンジニア日本緑十字社　ラインテープ(ガードテープ)　50mm幅&times;20m長&times;0.2mm厚,日本緑十字社　ラインテープ(ガードテープ)　50mm幅&times;20m長&times;0.2mm厚[rn]
23-46016,http://tshop.r10s.jp/monju/cabinet/trusco_01/imgrc0066414441.jpg?fitin=700:700,900.0000,,花・ガーデン・DIY > DIY・工具 > 接着・補修用品 > 粘着テープ,日本緑十字社　非粘着バリケードテープ　60mm×50m×0.1mm　”危険立入禁止”,,"★特徴★<BR>
●日本語と英語の2カ国語表記で立入制限箇所を表示する、非粘着タイプの標識テープです<BR>
●危険箇所、立入制限箇所の区分けに<BR>
<BR>
★仕様★<BR>
●非粘着タイプ<BR>
●切断にはカッター・ハサミが必要<BR>
●表示内容:危険立入禁止<BR>
●幅(mm):60<BR>
●長さ(m):50<BR>
●厚み(mm):0.1<BR>
●色:イエロー/ブラック<BR>
●質量:250g<BR>
●ポリエチレン<br>",日本緑十字社　非粘着バリケードテープ　60mm&times;50m&times;0.1mm　&rdquo;危険立入禁止&rdquo;：工具のお店　モンジュＳＨＯＰ,TONE（トネ）PROXXON(プロクソン)アーテック（ARTEC)夏休みの工作ホーザン　HOZANジェフコム圧着工具工具箱電気工事士ロブテックスMCCKTCOLFAはんだごて電気工事士技能試験ベッセル工具ANEX（兼古製作所）シリコンエンジニア日本緑十字社　非粘着バリケードテープ　60mm&times;50m&times;0.1mm　&rdquo;危険立入禁止&rdquo;,日本緑十字社　非粘着バリケードテープ　60mm&times;50m&times;0.1mm　&rdquo;危険立入禁止&rdquo;[rn]
23-46017,http://tshop.r10s.jp/monju/cabinet/tape/356-4371.jpg?fitin=700:700,3316.0000,,花・ガーデン・DIY > DIY・工具 > 接着・補修用品 > 粘着テープ,Nitto(日東電工)　クリーンルーム用ラインテープ50mm×50m×0.16mm,,"<CENTER>
<TABLE border=""0"">
  <TR>
    <TD align=""center"" rowspan=""2""><B><FONT size=""-1"">&lt;特長&gt;</FONT></B></TD>
    <TD><FONT size=""-1"">●環境に優しいポリオレフィンフィルム仕様です</FONT></TD>
  </TR><TR>
    <TD><FONT size=""-1"">●芯にポリエチレン(PE)を使用しているため発じんしません</FONT></TD>
  </TR><TR>
    <TD align=""center""></TD>
    <TD>　</TD>
  </TR><TR>
    <TD align=""center"" rowspan=""3""><B><FONT size=""-1"">&lt;仕様&gt;</FONT></B></TD>
    <TD><FONT size=""-1"">●切断にはカッターが必要</FONT></TD>
  </TR><TR>
    <TD><FONT size=""-1"">●粘着力：19N/20mm</FONT></TD>
  </TR><TR>
    <TD><FONT size=""-1"">●引張強度：75N/20mm</FONT></TD>
  </TR><TR>
    <TD align=""center""></TD>
    <TD>　</TD>
  </TR><TR>
    <TD align=""center"" rowspan=""3""><B><FONT size=""-1"">&lt;材質&gt;</FONT></B></TD>
    <TD><FONT size=""-1"">●基材：ポリオレフィンフィルム</FONT></TD>
  </TR><TR>
    <TD><FONT size=""-1"">●粘着剤：樹脂系粘着材</FONT></TD>
  </TR><TR>
    <TD><FONT size=""-1"">●巻芯：ポリエチレン(PE)</FONT></TD>
  </TR></TABLE>
</CENTER><br>",Nitto(日東電工)　クリーンルーム用ラインテープ50mm&times;50m&times;0.16mm：工具のお店　モンジュＳＨＯＰ,TONE（トネ）PROXXON(プロクソン)アーテック（ARTEC)夏休みの工作ホーザン　HOZANジェフコム圧着工具工具箱電気工事士ロブテックスMCCKTCOLFAはんだごて電気工事士技能試験ベッセル工具ANEX（兼古製作所）シリコンエンジニアNitto(日東電工)　クリーンルーム用ラインテープ50mm&times;50m&times;0.16mm,Nitto(日東電工)　クリーンルーム用ラインテープ50mm&times;50m&times;0.16mm[rn]
23-46018,http://tshop.r10s.jp/monju/cabinet/trusco_01/imgrc0066413601.jpg?fitin=700:700,789.6000,,花・ガーデン・DIY > DIY・工具 > 接着・補修用品 > 粘着テープ,ユタカ(Yutaka)　非粘着標識テープ　70mm×50m×0.05mm　”ペンキ塗りたて”,,"★特徴★<BR>
●危険・安全・環境整備を文字とイラストで表示できます<BR>
<BR>
★仕様★<BR>
●非粘着タイプ<br>
●50ｃｍ間隔で表示<br>
●片面印刷タイプ<bR>
●切断にはカッターが必要<br>
●表示内容:ペンキ塗りたて<br>
●幅(mm):70<br>
●長さ(m):50<br>
●厚み(mm):0.05<br>
●色:レッド/ホワイト<br>
●質量:200g<br>
●ポリエチレン(PE)+ポリプロピレン(PP)混合フィルム<br>",ユタカ(Yutaka)　非粘着標識テープ　70mm&times;50m&times;0.05mm　&rdquo;ペンキ塗りたて&rdquo;：工具のお店　モンジュＳＨＯＰ,TONE（トネ）PROXXON(プロクソン)アーテック（ARTEC)夏休みの工作ホーザン　HOZANジェフコム圧着工具工具箱電気工事士ロブテックスMCCKTCOLFAはんだごて電気工事士技能試験ベッセル工具ANEX（兼古製作所）シリコンエンジニアユタカ(Yutaka)　非粘着標識テープ　70mm&times;50m&times;0.05mm　&rdquo;ペンキ塗りたて&rdquo;,ユタカ(Yutaka)　非粘着標識テープ　70mm&times;50m&times;0.05mm　&rdquo;ペンキ塗りたて&rdquo;[rn]
23-46019,http://tshop.r10s.jp/monju/cabinet/trusco_01/imgrc0066392370.jpg?fitin=700:700,408.0000,,花・ガーデン・DIY > DIY・工具 > 接着・補修用品 > 粘着テープ,岩田製作所　屋内用ラインテープ　Ｌタイプ　50mm幅×150mm×150mm　レッド　2枚入,,"★特徴★<br>
●剥がれにくい、破れにくい、貼りやすいプロユース仕様です<br>
●剥がしてものりが残りにくい粘着剤を使用しています<br>
●屋内用<br>
●工場内のレイアウト(通路表示、危険表示、区画表示)<BR>
<br>
★仕様★<br>
●粘着力:14N/50mm<br>
●切断にはカッターが必要<br>
●色:レッド<br>
●厚み(mm):1.0<br>
●幅×縦×横(mm):50×150×150<br>
●質量(g):40<br>
●基材:ポリ塩化ビニール（PVC）<br>
●粘着剤:ゴム系<br>",岩田製作所　屋内用ラインテープ　Ｌタイプ　50mm幅&times;150mm&times;150mm　レッド　2枚入：工具のお店　モンジュＳＨＯＰ,TONE（トネ）PROXXON(プロクソン)アーテック（ARTEC)夏休みの工作ホーザン　HOZANジェフコム圧着工具工具箱電気工事士ロブテックスMCCKTCOLFAはんだごて電気工事士技能試験ベッセル工具ANEX（兼古製作所）シリコンエンジニア岩田製作所　屋内用ラインテープ　Ｌタイプ　50mm幅&times;150mm&times;150mm　レッド　2枚入,岩田製作所　屋内用ラインテープ　Ｌタイプ　50mm幅&times;150mm&times;150mm　レッド　2枚入[rn]
23-46020,http://tshop.r10s.jp/monju/cabinet/trusco_01/imgrc0066388652.jpg?fitin=700:700,16320.0000,,花・ガーデン・DIY > DIY・工具 > 接着・補修用品 > 粘着テープ,岩田製作所　屋内用ラインテープ　50mm幅×30m長×1.0mm厚　蓄光タイプ,,"★特徴★<BR>
●剥がれにくい、破れにくい、貼りやすいプロユース仕様です<BR>
●剥がしてものりが残りくい粘着剤を使用しています<BR>
●屋内用<BR>
●工場内のレイアウト(通路表示、危険表示、区画表示)<BR>
<BR>
★仕様★<BR>
●粘着力:10N/50mm<BR>
●1.0mmの厚み、段差の小さい両端テーパー構造<BR>
●切断にはカッターが必要<BR>
●色:イエロー<BR>
●幅(mm):50<BR>
●長さ(m):30<BR>
●厚み(mm):1.0<BR>
●質量(g):2800<BR>
●質量:2800g<BR>
●基材:ポリ塩化ビニール<BR>
●粘着剤:ゴム系<br>",岩田製作所　屋内用ラインテープ　50mm幅&times;30m長&times;1.0mm厚　蓄光タイプ：工具のお店　モンジュＳＨＯＰ,TONE（トネ）PROXXON(プロクソン)アーテック（ARTEC)夏休みの工作ホーザン　HOZANジェフコム圧着工具工具箱電気工事士ロブテックスMCCKTCOLFAはんだごて電気工事士技能試験ベッセル工具ANEX（兼古製作所）シリコンエンジニア岩田製作所　屋内用ラインテープ　50mm幅&times;30m長&times;1.0mm厚　蓄光タイプ,岩田製作所　屋内用ラインテープ　50mm幅&times;30m長&times;1.0mm厚　蓄光タイプ[rn]
23-46021,http://tshop.r10s.jp/monju/cabinet/trusco_01/imgrc0066404418.jpg?fitin=700:700,230.4000,,花・ガーデン・DIY > DIY・工具 > 接着・補修用品 > 粘着テープ,パイオラン　表示テープ　25mm×25m×0.16mm　”操作禁止”,,"<CENTER>
<TABLE border=""0"">
  <TR>
    <TD align=""center""><B><FONT size=""-1"">&lt;特長&gt;</FONT></B></TD>
    <TD><FONT size=""-1"">●のり残りの少ない表示テープです</FONT></TD>
  </TR><TR>
    <TD align=""center""></TD>
    <TD>　</TD>
  </TR><TR>
    <TD align=""center"" rowspan=""3""><B><FONT size=""-1"">&lt;仕様&gt;</FONT></B></TD>
    <TD><FONT size=""-1"">●手で切断可能</FONT></TD>
  </TR><TR>
    <TD><FONT size=""-1"">●粘着力：2.4N/10mm</FONT></TD>
  </TR><TR>
    <TD><FONT size=""-1"">●引張強度：50N/10mm</FONT></TD>
  </TR><TR>
    <TD align=""center""></TD>
    <TD>　</TD>
  </TR><TR>
    <TD align=""center"" rowspan=""2""><B><FONT size=""-1"">&lt;材質&gt;</FONT></B></TD>
    <TD><FONT size=""-1"">●基材：ポリエチレン(PE)クロス</FONT></TD>
  </TR><TR>
    <TD><FONT size=""-1"">●粘着剤：アクリル系</FONT></TD>
  </TR></TABLE>
</CENTER><br>",パイオラン　表示テープ　25mm&times;25m&times;0.16mm　&rdquo;操作禁止&rdquo;：工具のお店　モンジュＳＨＯＰ,TONE（トネ）PROXXON(プロクソン)アーテック（ARTEC)夏休みの工作ホーザン　HOZANジェフコム圧着工具工具箱電気工事士ロブテックスMCCKTCOLFAはんだごて電気工事士技能試験ベッセル工具ANEX（兼古製作所）シリコンエンジニアパイオラン　表示テープ　25mm&times;25m&times;0.16mm　&rdquo;操作禁止&rdquo;,パイオラン　表示テープ　25mm&times;25m&times;0.16mm　&rdquo;操作禁止&rdquo;[rn]
23-46022,http://tshop.r10s.jp/monju/cabinet/trusco_01/imgrc0066392376.jpg?fitin=700:700,408.0000,,花・ガーデン・DIY > DIY・工具 > 接着・補修用品 > 粘着テープ,岩田製作所　屋内用ラインテープ　足型タイプ　70mm×210mm　イエロー　2枚入,,"★特徴★<br>
●剥がれにくい、破れにくい、貼りやすいプロユース仕様です<BR>
●剥がしてものりが残りにくい粘着剤を使用しています<BR>
●屋内用<BR>
●工場内のレイアウト（通路表示・危険表示・区画表示）<BR>
<BR>
★仕様★<BR>
●粘着力:14N(JISZ0237準拠)<BR>
●色:イエロー<BR>
●幅(mm):70<BR>
●長さ(mm):210<BR>
●厚み(mm):1<BR>
●質量(g):47<BR>
●基材:ポリ塩化ビニール（PVC）<BR>
●粘着剤:ゴム系<br><br>",岩田製作所　屋内用ラインテープ　足型タイプ　70mm&times;210mm　イエロー　2枚入：工具のお店　モンジュＳＨＯＰ,TONE（トネ）PROXXON(プロクソン)アーテック（ARTEC)夏休みの工作ホーザン　HOZANジェフコム圧着工具工具箱電気工事士ロブテックスMCCKTCOLFAはんだごて電気工事士技能試験ベッセル工具ANEX（兼古製作所）シリコンエンジニア岩田製作所　屋内用ラインテープ　足型タイプ　70mm&times;210mm　イエロー　2枚入,岩田製作所　屋内用ラインテープ　足型タイプ　70mm&times;210mm　イエロー　2枚入[rn]
23-46023,http://tshop.r10s.jp/monju/cabinet/trusco_01/imgrc0066404456.jpg?fitin=700:700,928.8000,,花・ガーデン・DIY > DIY・工具 > 接着・補修用品 > 粘着テープ,KEIAI　作業表示テープ　30mm幅×50m長　”現用”,,"★仕様★<br>
●文字の向きが180度交互に表示されているため、上下を気にせず貼れます。<br>
●手で簡単に切れ、簡単にはがせます<BR>
●電気通信工事、電気工事に<BR>
<BR>
★仕様★<br>
●粘着力:7.5N/25mm<BR>
●引張強度:46N/10mm<Br>
●手で切断可能<BR>
●幅(mm):30<BR>
●長さ(m):50<BR>
●厚み(mm):0.16<BR>
●表示内容:現用<BR>
●質量:260g<BR>
●基材:ポリエチレンクロス<BR>
●粘着剤:アクリル系<br>",KEIAI　作業表示テープ　30mm幅&times;50m長　&rdquo;現用&rdquo;：工具のお店　モンジュＳＨＯＰ,TONE（トネ）PROXXON(プロクソン)アーテック（ARTEC)夏休みの工作ホーザン　HOZANジェフコム圧着工具工具箱電気工事士ロブテックスMCCKTCOLFAはんだごて電気工事士技能試験ベッセル工具ANEX（兼古製作所）シリコンエンジニアKEIAI　作業表示テープ　30mm幅&times;50m長　&rdquo;現用&rdquo;,KEIAI　作業表示テープ　30mm幅&times;50m長　&rdquo;現用&rdquo;[rn]
23-46024,http://tshop.r10s.jp/monju/cabinet/tape/336-8289.jpg?fitin=700:700,2596.0000,,花・ガーデン・DIY > DIY・工具 > 接着・補修用品 > 粘着テープ,Nitto(日東電工)　ラインテープ(ゴミゼロタイプ)50mm×50m×0.16mm,,"<CENTER>
<TABLE border=""0"">
  <TR>
    <TD align=""center"" rowspan=""3""><B><FONT size=""-1"">&lt;特長&gt;</FONT></B></TD>
    <TD><FONT size=""-1"">●はく離紙がない、ゴミゼロ化タイプです</FONT></TD>
  </TR><TR>
    <TD><FONT size=""-1"">●鉛やPVCを使わず、環境にやさしいテープです</FONT></TD>
  </TR><TR>
    <TD><FONT size=""-1"">●有機溶剤を含まない粘着剤を使用しています</FONT></TD>
  </TR><TR>
    <TD align=""center""></TD>
    <TD>　</TD>
  </TR><TR>
    <TD align=""center"" rowspan=""2""><B><FONT size=""-1"">&lt;用途&gt;</FONT></B></TD>
    <TD><FONT size=""-1"">●屋内用ライン表示テープ</FONT></TD>
  </TR><TR>
    <TD><FONT size=""-1"">●工場や病院倉庫などの構内区画ラインに</FONT></TD>
  </TR><TR>
    <TD align=""center""></TD>
    <TD>　</TD>
  </TR><TR>
    <TD align=""center"" rowspan=""3""><B><FONT size=""-1"">&lt;仕様&gt;</FONT></B></TD>
    <TD><FONT size=""-1"">●切断にはカッターが必要</FONT></TD>
  </TR><TR>
    <TD><FONT size=""-1"">●粘着力：9.5N/10mm</FONT></TD>
  </TR><TR>
    <TD><FONT size=""-1"">●引張強度：75N/20mm</FONT></TD>
  </TR><TR>
    <TD align=""center""></TD>
    <TD>　</TD>
  </TR><TR>
    <TD align=""center"" rowspan=""2""><B><FONT size=""-1"">&lt;材質&gt;</FONT></B></TD>
    <TD><FONT size=""-1"">●基材：ポリオレフィン系フィルム</FONT></TD>
  </TR><TR>
    <TD><FONT size=""-1"">●粘着剤：ゴム系(無溶剤タイプ)</FONT></TD>
  </TR></TABLE>
</CENTER><br>",Nitto(日東電工)　ラインテープ(ゴミゼロタイプ)50mm&times;50m&times;0.16mm：工具のお店　モンジュＳＨＯＰ,TONE（トネ）PROXXON(プロクソン)アーテック（ARTEC)夏休みの工作ホーザン　HOZANジェフコム圧着工具工具箱電気工事士ロブテックスMCCKTCOLFAはんだごて電気工事士技能試験ベッセル工具ANEX（兼古製作所）シリコンエンジニアNitto(日東電工)　ラインテープ(ゴミゼロタイプ)50mm&times;50m&times;0.16mm,Nitto(日東電工)　ラインテープ(ゴミゼロタイプ)50mm&times;50m&times;0.16mm[rn]
23-46025,http://tshop.r10s.jp/monju/cabinet/trusco_01/imgrc0066404455.jpg?fitin=700:700,928.8000,,花・ガーデン・DIY > DIY・工具 > 接着・補修用品 > 粘着テープ,KEIAI　作業表示テープ　30mm幅×50m長　”工事中”,,"★仕様★<br>
●文字の向きが180度交互に表示されているため、上下を気にせず貼れます。<br>
●手で簡単に切れ、簡単にはがせます<BR>
●電気通信工事、電気工事に<BR>
<BR>
★仕様★<br>
●粘着力:7.5N/25mm<BR>
●引張強度:46N/10mm<Br>
●手で切断可能<BR>
●幅(mm):30<BR>
●長さ(m):50<BR>
●厚み(mm):0.16<BR>
●表示内容:工事中<BR>
●質量:260g<BR>
●基材:ポリエチレンクロス<BR>
●粘着剤:アクリル系<br>",KEIAI　作業表示テープ　30mm幅&times;50m長　&rdquo;工事中&rdquo;：工具のお店　モンジュＳＨＯＰ,TONE（トネ）PROXXON(プロクソン)アーテック（ARTEC)夏休みの工作ホーザン　HOZANジェフコム圧着工具工具箱電気工事士ロブテックスMCCKTCOLFAはんだごて電気工事士技能試験ベッセル工具ANEX（兼古製作所）シリコンエンジニアKEIAI　作業表示テープ　30mm幅&times;50m長　&rdquo;工事中&rdquo;,KEIAI　作業表示テープ　30mm幅&times;50m長　&rdquo;工事中&rdquo;[rn]
23-46026,http://tshop.r10s.jp/monju/cabinet/trusco_01/imgrc0066386569.jpg?fitin=700:700,1357.6000,,花・ガーデン・DIY > DIY・工具 > 接着・補修用品 > 粘着テープ,TESA　屋内用ラインテープ　50mm幅×33m長×0.2mm厚　ホワイト,,"★特徴★<BR>
●貼るだけできれいなラインが引け、面倒なマスキング作業は不要です<br>
●強靭かつシワになりません<br>
●屋内用<br>
●工場、倉庫のラインマーキング<br>
●店舗などの床面で、商品置き場、歩行路の区分表示<br>
●学校・病院などの廊下での行先表示<br>
<bR>
★仕様★<br>
●粘着力:1.6N/10mm<br>
●引張強度:36N/10mm<br>
●伸び:180%<br>
●切断にはカッターが必要<br>
●色:ホワイト<br>
●幅(mm):50<br>
●長さ(m):33<br>
●厚み(mm):0.2<br>
●質量(g):490<br>
●基材:軟質塩化ビニール（鉛不使用）<br>
●粘着剤:ゴム系<BR><br>",TESA　屋内用ラインテープ　50mm幅&times;33m長&times;0.2mm厚　ホワイト：工具のお店　モンジュＳＨＯＰ,TONE（トネ）PROXXON(プロクソン)アーテック（ARTEC)夏休みの工作ホーザン　HOZANジェフコム圧着工具工具箱電気工事士ロブテックスMCCKTCOLFAはんだごて電気工事士技能試験ベッセル工具ANEX（兼古製作所）シリコンエンジニアTESA　屋内用ラインテープ　50mm幅&times;33m長&times;0.2mm厚　ホワイト,TESA　屋内用ラインテープ　50mm幅&times;33m長&times;0.2mm厚　ホワイト[rn]
