19-77501,http://tshop.r10s.jp/akibamac/cabinet/04987410/4548514137578.jpg?fitin=700:700,293.6000,,日用品雑貨・文房具・手芸 > バス用品 > 入浴剤,ツムラライフサイエンスバスクリン アロマバスコレクション 6種12包〔入浴剤〕,,天然アロマの贅沢な香りを日替わりで。,ツムラライフサイエンスバスクリン アロマバスコレクション 6種12包〔入浴剤〕：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコンツムラライフサイエンスバスクリン アロマバスコレクション 6種12包〔入浴剤〕,ツムラライフサイエンスバスクリン アロマバスコレクション 6種12包〔入浴剤〕[rn]
19-77586,http://tshop.r10s.jp/kurashikenkou/cabinet/jishahin6/520619-e.jpg?fitin=700:700,14356.0000,,家電 > 生活家電 > 掃除機・クリーナー > 高圧洗浄機,【送料無料】高圧洗浄機 FBN-606 ボックスセット アイリスオーヤマ【本体FBN-606＋ノーマルブラシ＋回転ブラシ＋延長高圧ホース＋カーシャンプー＋RVボックス800】,【500円クーポン有】【全国どこでも送料無料】,"<Font Color=""dodgerblue""><b>★本体に便利な付属品をプラス！さらに収納用のRVボックス付き♪★</b></Font><br>
アイリスオーヤマ製の中でNo.1吐出圧力の高圧洗浄機です！<br>
軽量コンパクトで持ち運びもしやすく収納もスッキリ♪<br>
自動車・バイク・各種農機具の洗浄、外壁・玄関などの屋外の洗浄に最適です。<br>
縦型コンパクト設計♪<br>
<br>
【セット内容】<br>
[1]本体：FBN-606<br>
[2]高圧ホース(8m)<br>
[3]ガン<br>
[4]ガンコネクター<br>
[5]広角ランス<br>
[6]ターボランス<br>
[7]フォームランス(ボトル付)<br>
[8]ノズルクリーナーピン<br>
[9]水道ホース(3m)<br>
[10]ワンタッチコネクタ<br>
[11]ホースバンド<br>
[12]ノーマルブラシ<br>
[13]回転ブラシ<br>
[14]延長高圧ホース<br>
[15]カーシャンプー<br>
[16]RVボックス 800<br>
取扱説明書<br>
<br>
【仕様】<br>
≪本体：FBN-606≫<br>
●商品サイズ(cm)：幅約17×奥行約26.2×高さ約47<br>
●重量(kg)：約5<br>
●材質：ポリプロピレン<br>
●電源：AC100V(50Hz／60Hz)<br>
●消費電力：1300W<br>
●電源コード：2.5m<br>
●高圧ホース：8m<br>
●常用吐出圧力：8.5MPa<br>
●最大許容圧力：12.0MPa<br>
●常用吐出水量：300L/h<br>
<br>
≪ノーマルブラシ≫<br>
●商品サイズ（cm）：幅約7×奥行約10×高さ約42.4<br>
●主要材質：ポリアミド、グラスファイバー、・|リプロピレン<br>
<br>
≪回転ブラシ≫<br>
●商品サイズ（cm）：幅約16.5×奥行約10.5×高さ約41.5<br>
●主要材質：ポリアミド、グラスファイバー、ポリプロピレン<br>
<br>
≪延長高圧ホース≫<br>
●商品サイズ：直径約1.1cm×長さ約10m<br>
●主要材質：アルミ、塩化ビニル樹脂<br>
<br>
≪カーシャンプー≫<br>
●商品サイズ（cm）：幅約7.5×奥行き約7.5×高さ約25.5<br>
●内容量：約1L<br>
●成分：特殊シリコーンオイル、界面活性剤、グリコールエーテル、防腐剤<br>
<br>
≪RVボックス 800≫<br>
●商品サイズ（cm）：幅約78.5×奥行約37×高さ約32.5<br>
●商品内寸（cm）：幅約66×奥行約27.5×高さ約27.5<br>
●耐荷重：フタ約80kg<br>
●容量：約60L<br>
●主要材質：ポリプロピレン",【送料無料】高圧洗浄機 FBN-606 ボックスセット アイリスオーヤマ【本体FBN-606＋ノーマルブラシ＋回転ブラシ＋延長高圧ホース＋カーシャンプー＋RVボックス800】：暮らし健康ネット館,キッチンバス調理器具洗剤クリスタルガイザー500ml柔軟剤室内物干し物干し健康食品アイリスオーヤマ掃除ハンガー洗濯収納米ダイエット水ダウニーフライパン特茶【送料無料】高圧洗浄機 FBN-606 ボックスセット アイリスオーヤマ【本体FBN-606＋ノーマルブラシ＋回転ブラシ＋延長高圧ホース＋カーシャンプー＋RVボックス800】,【500円クーポン有】【全国どこでも送料無料】。【送料無料】高圧洗浄機 FBN-606 ボックスセット アイリスオーヤマ【本体FBN-606＋ノーマルブラシ＋回転ブラシ＋延長高圧ホース＋カーシャンプー＋RVボックス800】[rn]
19-77587,http://tshop.r10s.jp/kurashikenkou/cabinet/newimage1/520541_kanban.jpg?fitin=700:700,5888.8000,,家電 > 生活家電 > 掃除機・クリーナー > 高圧洗浄機,【300円クーポン】高圧洗浄機 アイリスオーヤマ FBN-301 超コンパクトA4サイズ [台風 ゲリラ豪雨 洗車 デッキブラシ 外壁 ベランダ 黄砂 除染 水垢 コケ取り 浴室]【送料無料】,【500円クーポン有】【全国どこでも送料無料】,"<center><font color=red size=5>今だけクーポン発行中(*＾＾)/<br>☆獲得はコチラをクリック☆</font></center><br><br><img src=""http://image.rakuten.co.jp/bandc/cabinet/description/141128-fbn301/520541_1.jpg"" width=""100%"" /><br />
<img src=""http://image.rakuten.co.jp/bandc/cabinet/description/141128-fbn301/520541_2.jpg"" width=""100%"" /><br />
<img src=""http://image.rakuten.co.jp/bandc/cabinet/description/141128-fbn301/520541_3.jpg"" width=""100%"" /><br><br>
<font color=""deeppink""><b>史上最小クラスのサイズでコンパクト設計の高圧洗浄機です♪</b></font><br>
<br>
コンパクトなのに水道の約18倍の圧力があります。<br>
軽いので、女性でも持ち運びが楽にできます。<br>
<br>
●商品サイズ（cm）：幅約29.5ｘ奥行約15.5ｘ高さ約17<br>
●重量(kg)：約3<br>
●材質：ポリプロピレン<br>
●電源：AC100V(50Hz／60Hz)<br>
●消費電力：1000W<br>
●電源コード：2.5m<br>
●高圧ホース：5m<br>
●常用吐出圧力：5.3MPa<br>
●最大許容圧力：7.5MPa<br>
●常用吐出水量：230L／h",【300円クーポン】高圧洗浄機 アイリスオーヤマ FBN-301 超コンパクトA4サイズ [台風 ゲリラ豪雨 洗車 デッキブラシ 外壁 ベランダ 黄砂 除染 水垢 コケ取り 浴室]【送料無料】：暮らし健康ネット館,キッチンバス調理器具洗剤クリスタルガイザー500ml柔軟剤室内物干し物干し健康食品アイリスオーヤマ掃除ハンガー洗濯収納米ダイエット水ダウニーフライパン特茶【300円クーポン】高圧洗浄機 アイリスオーヤマ FBN-301 超コンパクトA4サイズ [台風 ゲリラ豪雨 洗車 デッキブラシ 外壁 ベランダ 黄砂 除染 水垢 コケ取り 浴室]【送料無料】,【500円クーポン有】【全国どこでも送料無料】。【300円クーポン】高圧洗浄機 アイリスオーヤマ FBN-301 超コンパクトA4サイズ [台風 ゲリラ豪雨 洗車 デッキブラシ 外壁 ベランダ 黄砂 除染 水垢 コケ取り 浴室]【送料無料】[rn]
19-77588,http://tshop.r10s.jp/kurashikenkou/cabinet/jishahin4/520515-e.jpg?fitin=700:700,11333.6000,,家電 > 生活家電 > 掃除機・クリーナー > 高圧洗浄機,高圧洗浄機 アイリス FBN-606 [アイリスオーヤマ 台風 ゲリラ豪雨 洗車 デッキブラシ 外壁 ベランダ 黄砂 除染]【送料無料】,【500円クーポン有】【全国どこでも送料無料】,"<font size=5 color=deeppink>軽量コンパクトで超強力水圧の高圧洗浄機♪</font><br><br>
同圧力クラスの高圧洗浄機の中でも軽量コンパクトで超強力水圧の高圧洗浄機です。<br>
広角ランスが軽量化され、さらに使いやすくなりました！<br>
自動車やバイク、外壁・玄関などの屋外の洗浄や農機具の洗浄にピッタリ☆<br>
縦型でコンパクトな本体には、付属品をスッキリ収納できるスペースが付いています。<br><br>
●セット内容：本体、ガン、広角ランス組品、ターボランス、フォームランス（ボトル付）、高圧ホース（8m）、水道ホース（3m）、ワンタッチコネクタ、ホースバンド、ノズルクリーナーピン<br>
●商品サイズ（約）：幅17×奥行26.2×高さ47cm<br>
●重量：約5kg<br>
●材質：ポリプロピレン<br>
●常用吐出圧力：8.5MPa<br>
●最大吐出圧力：12.0MPa<br>
●常用吐出水量：300L/h<br>
●電源：AC100V（50/60Hz共用）<br>
●消費電力：1300W<br>
●高圧ホース：8m<br>
●電源コード：2.5m<br>",高圧洗浄機 アイリス FBN-606 [アイリスオーヤマ 台風 ゲリラ豪雨 洗車 デッキブラシ 外壁 ベランダ 黄砂 除染]【送料無料】：暮らし健康ネット館,キッチンバス調理器具洗剤クリスタルガイザー500ml柔軟剤室内物干し物干し健康食品アイリスオーヤマ掃除ハンガー洗濯収納米ダイエット水ダウニーフライパン特茶高圧洗浄機 アイリス FBN-606 [アイリスオーヤマ 台風 ゲリラ豪雨 洗車 デッキブラシ 外壁 ベランダ 黄砂 除染]【送料無料】,【500円クーポン有】【全国どこでも送料無料】。高圧洗浄機 アイリス FBN-606 [アイリスオーヤマ 台風 ゲリラ豪雨 洗車 デッキブラシ 外壁 ベランダ 黄砂 除染]【送料無料】[rn]
19-77589,http://tshop.r10s.jp/akibamac/cabinet/03851135/4905009842933.jpg?fitin=700:700,543.2000,,家電 > 生活家電 > 掃除機・クリーナー > 高圧洗浄機,アイリスオーヤマ スチームクリーナー用パーツ ポイントブラシ（5個入） STMP-B (STMPB),,,アイリスオーヤマ スチームクリーナー用パーツ ポイントブラシ（5個入） STMP-B (STMPB)：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコンアイリスオーヤマ スチームクリーナー用パーツ ポイントブラシ（5個入） STMP-B (STMPB),アイリスオーヤマ スチームクリーナー用パーツ ポイントブラシ（5個入） STMP-B (STMPB)[rn]
19-77590,http://tshop.r10s.jp/akibamac/cabinet/04679805/4054278090139.jpg?fitin=700:700,32864.0000,,家電 > 生活家電 > 掃除機・クリーナー > 高圧洗浄機,【送料無料】ケルヒャー 【東日本専用：50Hz】高圧洗浄機 K5サイレントカー＆ホームキット,,住宅街でも隣近所に気兼ねなく使える水冷式静音タイプの高圧洗浄機。,【送料無料】ケルヒャー 【東日本専用：50Hz】高圧洗浄機 K5サイレントカー＆ホームキット：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン【送料無料】ケルヒャー 【東日本専用：50Hz】高圧洗浄機 K5サイレントカー＆ホームキット,【送料無料】ケルヒャー 【東日本専用：50Hz】高圧洗浄機 K5サイレントカー＆ホームキット[rn]
19-77591,http://tshop.r10s.jp/akibamac/cabinet/03851135/4905009955718.jpg?fitin=700:700,7533.6000,,家電 > 生活家電 > 掃除機・クリーナー > 高圧洗浄機,【送料無料】アイリスオーヤマ タンク式高圧洗浄機 SBT-412 (SBT412),,水道のない場所でもお使いいただけるタンク式の高圧洗浄機です。,【送料無料】アイリスオーヤマ タンク式高圧洗浄機 SBT-412 (SBT412)：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン【送料無料】アイリスオーヤマ タンク式高圧洗浄機 SBT-412 (SBT412),【送料無料】アイリスオーヤマ タンク式高圧洗浄機 SBT-412 (SBT412)[rn]
19-77592,http://tshop.r10s.jp/akibamac/cabinet/04082709/4967576120302.jpg?fitin=700:700,4536.0000,,家電 > 生活家電 > 掃除機・クリーナー > 高圧洗浄機,【送料無料】アイリスオーヤマ 高圧洗浄機 FBN-301 イエロー (FBN301イエロー),,コンパクトなのに水道の約18倍の圧力があります。,【送料無料】アイリスオーヤマ 高圧洗浄機 FBN-301 イエロー (FBN301イエロー)：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン【送料無料】アイリスオーヤマ 高圧洗浄機 FBN-301 イエロー (FBN301イエロー),【送料無料】アイリスオーヤマ 高圧洗浄機 FBN-301 イエロー (FBN301イエロー)[rn]
19-77593,http://tshop.r10s.jp/akibamac/cabinet/03851135/4039784406162.jpg?fitin=700:700,65000.0000,,家電 > 生活家電 > 掃除機・クリーナー > 高圧洗浄機,【送料無料】ケルヒャー 【50Hz専用】冷水高圧洗浄機 HD605,,,【送料無料】ケルヒャー 【50Hz専用】冷水高圧洗浄機 HD605：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン【送料無料】ケルヒャー 【50Hz専用】冷水高圧洗浄機 HD605,【送料無料】ケルヒャー 【50Hz専用】冷水高圧洗浄機 HD605[rn]
19-77594,http://tshop.r10s.jp/akibamac/cabinet/03851135/4039784060142.jpg?fitin=700:700,2652.0000,,家電 > 生活家電 > 掃除機・クリーナー > 高圧洗浄機,ケルヒャー 2.863-159　スチームターボブラシ(2.863159),,スチームクリーナー用アクセサリー。,ケルヒャー 2.863-159　スチームターボブラシ(2.863159)：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコンケルヒャー 2.863-159　スチームターボブラシ(2.863159),ケルヒャー 2.863-159　スチームターボブラシ(2.863159)[rn]
19-77595,http://tshop.r10s.jp/akibamac/cabinet/03851135/4960673683756.jpg?fitin=700:700,20528.0000,,家電 > 生活家電 > 掃除機・クリーナー > 高圧洗浄機,【送料無料】リョービ 高圧洗浄機 AJP-1700VGQ (AJP1700VGQ),,使いやすい機能満載、自吸が楽にできるハイエンドモデル。,【送料無料】リョービ 高圧洗浄機 AJP-1700VGQ (AJP1700VGQ)：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン【送料無料】リョービ 高圧洗浄機 AJP-1700VGQ (AJP1700VGQ),【送料無料】リョービ 高圧洗浄機 AJP-1700VGQ (AJP1700VGQ)[rn]
