10-107901,http://tshop.r10s.jp/yminfo/cabinet/ikou_20090730_002/img1038830929.jpg?fitin=700:700,3573.6000,,花・ガーデン・DIY > ガーデニング・農業 > 剪定用具 > 園芸用はさみ,源造刃物　針金切　200ｍｍ（黒染） 262,,,源造刃物　針金切　200ｍｍ（黒染） 262：村の鍛冶屋,滑車包丁シェルフペグエアーコンプレッサーバーベキュー除菌クーラーボックスステンレスワイヤー栗むきベビースリング村の鍛冶屋スプレーガンフラワーアーチスモーカー防水スプレーコシヒカリ合羽オベリスクリング源造刃物　針金切　200ｍｍ（黒染） 262,源造刃物　針金切　200ｍｍ（黒染） 262[rn]
10-107969,http://tshop.r10s.jp/yminfo/cabinet/01493171/img57539170.jpg?fitin=700:700,1628.8000,,花・ガーデン・DIY > ガーデニング・農業 > 剪定用具 > 園芸用はさみ,小林製鋏　越路　梨芯切鋏　155ｍ　S-17,梨の収穫作業に,"【ここがポイント！】 
● 梨の収穫作業は、手で収穫をしますがりんごと違って皮が薄くぶつかった所が痛み易いので、収穫時や収穫後に梨の軸を実に近い（凹み）部分から切り落とすために特殊な刃の形をしております。  
 
 
　【商品仕様】 
材　質 炭素鋼 
全　長 155mm 
刃　長 20mm 
重　量 約86g 
バ　ネ A-202",小林製鋏　越路　梨芯切鋏　155ｍ　S-17：村の鍛冶屋,滑車包丁シェルフペグエアーコンプレッサーバーベキュー除菌クーラーボックスステンレスワイヤー栗むきベビースリング村の鍛冶屋スプレーガンフラワーアーチスモーカー防水スプレーコシヒカリ合羽オベリスクリング小林製鋏　越路　梨芯切鋏　155ｍ　S-17,梨の収穫作業に。小林製鋏　越路　梨芯切鋏　155ｍ　S-17[rn]
10-107970,http://tshop.r10s.jp/yminfo/cabinet/01493171/img57539167.jpg?fitin=700:700,1091.2000,,花・ガーデン・DIY > ガーデニング・農業 > 剪定用具 > 園芸用はさみ,小林製鋏　越路　ステンレス　摘果鋏（ステンレスバネ)　S-1,果樹・園芸の摘果又は、草花の茎切り又は野菜の茎切りに,"【ここがポイント！】 
● 海沿いの農家の方や漁師のからのご要望で開発した商品です。
この鋏は柄とバネにもステンレスを使用しております。
さらに長時間使用しても疲れないよう軽く設計した商品です。 
● 今では、海沿いの方だけではなく、色々な方からご使用頂いております。 
 
 
　【商品仕様】 
材　質 ステンレス鋼 
全　長 185mm 
刃　長 50mm 
重　量 約90g 
バ　ネ A-202",小林製鋏　越路　ステンレス　摘果鋏（ステンレスバネ)　S-1：村の鍛冶屋,滑車包丁シェルフペグエアーコンプレッサーバーベキュー除菌クーラーボックスステンレスワイヤー栗むきベビースリング村の鍛冶屋スプレーガンフラワーアーチスモーカー防水スプレーコシヒカリ合羽オベリスクリング小林製鋏　越路　ステンレス　摘果鋏（ステンレスバネ)　S-1,果樹・園芸の摘果又は、草花の茎切り又は野菜の茎切りに。小林製鋏　越路　ステンレス　摘果鋏（ステンレスバネ)　S-1[rn]
10-107971,http://tshop.r10s.jp/yminfo/cabinet/gardening/1038823913.jpg?fitin=700:700,1684.0000,,花・ガーデン・DIY > ガーデニング・農業 > 剪定用具 > 園芸用はさみ,源造刃物　ミニ大久保鋏　120ｍｍ（クロームメッキ）,切れ味するどい源造の鋏,●手のひらに入るような小さなタイプです。<BR>●初心者の方にも使いやすい形です。<BR>●全長：120ｍｍ<BR>●刃先ケースが付いております。 <BR>●用途 ： 定評ある万能盆栽園芸用鋏,源造刃物　ミニ大久保鋏　120ｍｍ（クロームメッキ）：村の鍛冶屋,滑車包丁シェルフペグエアーコンプレッサーバーベキュー除菌クーラーボックスステンレスワイヤー栗むきベビースリング村の鍛冶屋スプレーガンフラワーアーチスモーカー防水スプレーコシヒカリ合羽オベリスクリング源造刃物　ミニ大久保鋏　120ｍｍ（クロームメッキ）,切れ味するどい源造の鋏。源造刃物　ミニ大久保鋏　120ｍｍ（クロームメッキ）[rn]
10-107972,http://tshop.r10s.jp/yminfo/cabinet/01493171/img57539171.jpg?fitin=700:700,908.8000,,花・ガーデン・DIY > ガーデニング・農業 > 剪定用具 > 園芸用はさみ,小林製鋏　越路　摘芯鋏　165ｍｍ　S-18,トマトを収穫するために　刃の先端を丸くしてあります。,"【ここがポイント！】 
● トマト栽培農家の方からの要望で開発した商品です。
小粒のトマトは、ぶどうのように実がなり収穫するときに皮を挿してしまわないように先端を丸くしてあります。  
 
 
　【商品仕様】 
材　質 炭素鋼 
全　長 165mm 
刃　長 32mm 
重　量 約85g 
バ　ネ A-202",小林製鋏　越路　摘芯鋏　165ｍｍ　S-18：村の鍛冶屋,滑車包丁シェルフペグエアーコンプレッサーバーベキュー除菌クーラーボックスステンレスワイヤー栗むきベビースリング村の鍛冶屋スプレーガンフラワーアーチスモーカー防水スプレーコシヒカリ合羽オベリスクリング小林製鋏　越路　摘芯鋏　165ｍｍ　S-18,トマトを収穫するために　刃の先端を丸くしてあります。。小林製鋏　越路　摘芯鋏　165ｍｍ　S-18[rn]
10-107973,http://tshop.r10s.jp/yminfo/cabinet/01493171/img57539157.jpg?fitin=700:700,1164.0000,,花・ガーデン・DIY > ガーデニング・農業 > 剪定用具 > 園芸用はさみ,小林製鋏　越路　ステンレス　ぶどう手曲り鋏　175ｍｍ　K-21,低いところを切る作業にも適し、なめこの収穫にも,"【ここがポイント！】 
● 「今までより腕を上げずに作業できないものか」という農家の方からの要望があり商品化した商品です。他社製に比べ角度が大きく好評です。 
● 低いところを切る作業にも適し、なめこの収穫にも御使用いただいております 
 
 
　【商品仕様】 
材　質 ステンレス鋼 
全　長 175mm 
刃　長 48mm 
重　量 約62g",小林製鋏　越路　ステンレス　ぶどう手曲り鋏　175ｍｍ　K-21：村の鍛冶屋,滑車包丁シェルフペグエアーコンプレッサーバーベキュー除菌クーラーボックスステンレスワイヤー栗むきベビースリング村の鍛冶屋スプレーガンフラワーアーチスモーカー防水スプレーコシヒカリ合羽オベリスクリング小林製鋏　越路　ステンレス　ぶどう手曲り鋏　175ｍｍ　K-21,低いところを切る作業にも適し、なめこの収穫にも。小林製鋏　越路　ステンレス　ぶどう手曲り鋏　175ｍｍ　K-21[rn]
10-107974,http://tshop.r10s.jp/yminfo/cabinet/01493171/img57539141.jpg?fitin=700:700,1236.0000,,花・ガーデン・DIY > ガーデニング・農業 > 剪定用具 > 園芸用はさみ,小林製鋏　越路　青果鋏ガード付　185ｍｍ　J-11G,女性用にガード付でしっかりと握れる形状にしました,"【ここがポイント！】 
● 女性用に刃の丁度よい長さを採用し、ガード付でしっかりと握れる形状にしました。 
● 摘果鋏の刃角度よりも鋭利にしてあり、青果用（トマト・茄子・胡瓜・ピーマンなど）に開発されております。 
● 長時間の作業にも疲れないよう重量も軽くし、実を刺さないように先端を丸くしてあります。  
 
 
　【商品仕様】 
材　質 炭素鋼 
全　長 185mm 
刃　長 50mm 
重　量 約100g 
バ　ネ A-202",小林製鋏　越路　青果鋏ガード付　185ｍｍ　J-11G：村の鍛冶屋,滑車包丁シェルフペグエアーコンプレッサーバーベキュー除菌クーラーボックスステンレスワイヤー栗むきベビースリング村の鍛冶屋スプレーガンフラワーアーチスモーカー防水スプレーコシヒカリ合羽オベリスクリング小林製鋏　越路　青果鋏ガード付　185ｍｍ　J-11G,女性用にガード付でしっかりと握れる形状にしました。小林製鋏　越路　青果鋏ガード付　185ｍｍ　J-11G[rn]
10-107975,http://tshop.r10s.jp/yminfo/cabinet/gardening/1038823922.jpg?fitin=700:700,1966.4000,,花・ガーデン・DIY > ガーデニング・農業 > 剪定用具 > 園芸用はさみ,源造刃物　足長盆栽鋏　210ｍｍ（黒染）,切れ味するどい源造の鋏,●全長：210ｍｍ<BR>●刃先ケースが付いております。<BR>●用途 ： 足の曲尻が小さく、枝振の多いところに入りやすく造られた盆栽鋏の細型。鉢物等の小枝（割箸大）の剪定に,源造刃物　足長盆栽鋏　210ｍｍ（黒染）：村の鍛冶屋,滑車包丁シェルフペグエアーコンプレッサーバーベキュー除菌クーラーボックスステンレスワイヤー栗むきベビースリング村の鍛冶屋スプレーガンフラワーアーチスモーカー防水スプレーコシヒカリ合羽オベリスクリング源造刃物　足長盆栽鋏　210ｍｍ（黒染）,切れ味するどい源造の鋏。源造刃物　足長盆栽鋏　210ｍｍ（黒染）[rn]
10-107976,http://tshop.r10s.jp/yminfo/cabinet/01493171/img57539183.jpg?fitin=700:700,974.4000,,花・ガーデン・DIY > ガーデニング・農業 > 剪定用具 > 園芸用はさみ,小林製鋏　越路　ステンレス　ワニのくちα　S-5,枝を誘引している紐やロープを楽に切る事が出来ます,"【ここがポイント！】 
● 刃の片側にギザ刃がついていますので、枝を誘引している紐やロープを楽に切る事が出来ます。 
● 荷造りのバンドやナイロン系の紐も滑らず切れますので、農家以外の方からもご支持いただいております。  
 
 
　【商品仕様】 
材　質 ステンレス鋼 
全　長 180mm 
刃　長 53mm 
重　量 約94g",小林製鋏　越路　ステンレス　ワニのくちα　S-5：村の鍛冶屋,滑車包丁シェルフペグエアーコンプレッサーバーベキュー除菌クーラーボックスステンレスワイヤー栗むきベビースリング村の鍛冶屋スプレーガンフラワーアーチスモーカー防水スプレーコシヒカリ合羽オベリスクリング小林製鋏　越路　ステンレス　ワニのくちα　S-5,枝を誘引している紐やロープを楽に切る事が出来ます。小林製鋏　越路　ステンレス　ワニのくちα　S-5[rn]
10-107977,http://tshop.r10s.jp/yminfo/cabinet/gardening/1038830929.jpg?fitin=700:700,3573.6000,,花・ガーデン・DIY > ガーデニング・農業 > 剪定用具 > 園芸用はさみ,源造刃物　針金切　200ｍｍ（黒染）,切れ味するどい源造の鋏,●全長：200ｍｍ <BR>●用途 ： 針金等を切るときに使います。,源造刃物　針金切　200ｍｍ（黒染）：村の鍛冶屋,滑車包丁シェルフペグエアーコンプレッサーバーベキュー除菌クーラーボックスステンレスワイヤー栗むきベビースリング村の鍛冶屋スプレーガンフラワーアーチスモーカー防水スプレーコシヒカリ合羽オベリスクリング源造刃物　針金切　200ｍｍ（黒染）,切れ味するどい源造の鋏。源造刃物　針金切　200ｍｍ（黒染）[rn]
10-107978,http://tshop.r10s.jp/yminfo/cabinet/00121755/pl-3001.jpg?fitin=700:700,18444.0000,,花・ガーデン・DIY > ガーデニング・農業 > 剪定用具 > 園芸用はさみ,【smtb-TK】【頑張って送料無料！】ムサシ 充電式コードレス伸縮式スリムバリカン　PL-3001　1.7～3.1m　高いところから低いところまで電動楽々カット！,コードレスでどこでもOK！芝生のキワ刈りから雑草まで！,"高いところから低いところまで電動楽々カット！
　【ここがポイント！】 
● 充電式コードレスなので、どこにでも持っていけます。コードの煩わしさがありません！ 
● ポールは伸縮式なので、高い生垣の刈り上げや高い枝も電動でラクラクカット！ 
● 低い生垣や庭木のお手入れに！ 
● ヘッド角度・ハンドル角度が変えられるので、芝生のキワ刈りから雑草まで用途はいろいろ！ 
● 同じ充電池で工具が使えます！ 
 

　■製品仕様 
全　長 最短1.7～最長3.1m 
重　量 （約）2.1kg 
刈り込み幅 （約）300m 
最大切断経 直径8mm
（木の種類によっては割る場合があります。） 
電圧 直流10.8V 
消費電力 200W 
ストローク数 毎分1300回 
連続使用時間 （約）25分 
充電時間 （約）1時間 
材質 本体：ABS樹脂・エラストマー樹脂、アルミパイプ
刃：ニッケルクロームメッキ、高炭素鋼 
付属品 充電池・充電器・枝キャッチャー・刃ケース
 
保障期間 お買い上げ日より1年間",【smtb-TK】【頑張って送料無料！】ムサシ 充電式コードレス伸縮式スリムバリカン　PL-3001　1.7～3.1m　高いところから低いところまで電動楽々カット！：村の鍛冶屋,滑車包丁シェルフペグエアーコンプレッサーバーベキュー除菌クーラーボックスステンレスワイヤー栗むきベビースリング村の鍛冶屋スプレーガンフラワーアーチスモーカー防水スプレーコシヒカリ合羽オベリスクリング【smtb-TK】【頑張って送料無料！】ムサシ 充電式コードレス伸縮式スリムバリカン　PL-3001　1.7～3.1m　高いところから低いところまで電動楽々カット！,コードレスでどこでもOK！芝生のキワ刈りから雑草まで！。【smtb-TK】【頑張って送料無料！】ムサシ 充電式コードレス伸縮式スリムバリカン　PL-3001　1.7～3.1m　高いところから低いところまで電動楽々カット！[rn]
10-107979,http://tshop.r10s.jp/yminfo/cabinet/00121755/pg-160.jpg?fitin=700:700,11768.0000,,花・ガーデン・DIY > ガーデニング・農業 > 剪定用具 > 園芸用はさみ,【smtb-TK】【頑張って送料無料！】ムサシ(musashi) ガーデンバリカン 伸縮ハンドル付セット PG-160 ガーデンバリカンの伸縮ハンドルセットモデル,１台で芝生・草のキワ刈りから新芽や細枝の剪定に！,"【ここがポイント！】 
 ワンタッチで取り外し可能のハンドルは、楽な姿勢で芝刈り作業が可能
 
 大型スライダー取付けで、スイスイと芝生のお手入れが簡単に楽しくできます 
 ハンドルを外すとハンディタイプに。生垣、玉造り、植込みのお手入れも自由自在 
 180度の首振り機能は、届かない位置にある枝や垣根も自在に刈り込めます 
 
 

　■製品仕様 
全　長 本体/長さ296×幅160×高さ139～122mm
ハンドル/長さ730～1055×幅110×高さ160mm 
重　量 本体/約945g、ハンドル/約710g 
刈り込み幅 （約）160mm 
電　源 AC100V 50/60Hz 
消費電力 80W 
ストローク数 毎分1250回 
連続使用時間 （約）20分 
コード 2心キャブタイヤコード300mm 
保障期間 お買い上げ日より1年間 
 

※運転させるには、延長コードが必要となります
※安全のため、必ず防護メガネをご使用ください",【smtb-TK】【頑張って送料無料！】ムサシ(musashi) ガーデンバリカン 伸縮ハンドル付セット PG-160 ガーデンバリカンの伸縮ハンドルセットモデル：村の鍛冶屋,滑車包丁シェルフペグエアーコンプレッサーバーベキュー除菌クーラーボックスステンレスワイヤー栗むきベビースリング村の鍛冶屋スプレーガンフラワーアーチスモーカー防水スプレーコシヒカリ合羽オベリスクリング【smtb-TK】【頑張って送料無料！】ムサシ(musashi) ガーデンバリカン 伸縮ハンドル付セット PG-160 ガーデンバリカンの伸縮ハンドルセットモデル,１台で芝生・草のキワ刈りから新芽や細枝の剪定に！。【smtb-TK】【頑張って送料無料！】ムサシ(musashi) ガーデンバリカン 伸縮ハンドル付セット PG-160 ガーデンバリカンの伸縮ハンドルセットモデル[rn]
10-107980,http://tshop.r10s.jp/yminfo/cabinet/00121755/pl-3002.jpg?fitin=700:700,15228.8000,,花・ガーデン・DIY > ガーデニング・農業 > 剪定用具 > 園芸用はさみ,【smtb-TK】【頑張って送料無料！】ムサシ 充電式コードレス　伸縮式スリムバリカンJr　PL-3002　1.2～1.5m　芝生のきわ刈から垣根・雑草まで電動楽々カット,コードレスでどこでもOK！芝生のキワ刈りから雑草まで！,"【ここがポイント！】 
● 充電式コードレスなので、どこにでも持っていけます。コードの煩わしさがありません！ 
● 低い生垣や庭木のお手入れに！ 
● ヘッド角度・ハンドル角度が変えられるので、芝生のキワ刈りから雑草まで用途はいろいろ！ 
● 同じ充電池で工具が使えます！ 
 

　■製品仕様 
全　長 最短1.2～最長1.5m 
重　量 （約）1.6kg 
刈り込み幅 （約）260m 
最大切断経 直径8mm
（木の種類によっては割る場合があります。） 
電圧 直流10.8V 
消費電力 200W 
ストローク数 毎分1300回 
連続使用時間 （約）25分 
充電時間 （約）1時間 
材質 本体：ABS樹脂・エラストマー樹脂、アルミパイプ
刃：ニッケルクロームメッキ、高炭素鋼 
付属品 充電池・充電器・枝キャッチャー・刃ケース
 
保障期間 お買い上げ日より1年間",【smtb-TK】【頑張って送料無料！】ムサシ 充電式コードレス　伸縮式スリムバリカンJr　PL-3002　1.2～1.5m　芝生のきわ刈から垣根・雑草まで電動楽々カット：村の鍛冶屋,滑車包丁シェルフペグエアーコンプレッサーバーベキュー除菌クーラーボックスステンレスワイヤー栗むきベビースリング村の鍛冶屋スプレーガンフラワーアーチスモーカー防水スプレーコシヒカリ合羽オベリスクリング【smtb-TK】【頑張って送料無料！】ムサシ 充電式コードレス　伸縮式スリムバリカンJr　PL-3002　1.2～1.5m　芝生のきわ刈から垣根・雑草まで電動楽々カット,コードレスでどこでもOK！芝生のキワ刈りから雑草まで！。【smtb-TK】【頑張って送料無料！】ムサシ 充電式コードレス　伸縮式スリムバリカンJr　PL-3002　1.2～1.5m　芝生のきわ刈から垣根・雑草まで電動楽々カット[rn]
10-107981,http://tshop.r10s.jp/yminfo/cabinet/00121755/h-97.jpg?fitin=700:700,2952.0000,,花・ガーデン・DIY > ガーデニング・農業 > 剪定用具 > 園芸用はさみ,ムサシ(musashi) 充電式ヘッジトリマー350mm替刃LiH-1350用替刃　H-97切れ味悪くなったら替刃です,替刃です,"【ここがポイント！】 
 LiH-1350用の替刃です！ 
 
　【商品詳細】 
刈り込み幅 約350mm 
刃 ハードクロームメッキ、高炭素鋼 
 

<TABLE border=""0"">

    <TR>
      <TD><IMG src=""http://image.rakuten.co.jp/yminfo/cabinet/img55433813.jpg"" border=""0""></TD>
    </TR>
    <TR>
      <TD><FONT size=""-1"">ガーデニング用電動工具</FONT></TD>
    </TR>
    <TR>
      <TD><FONT size=""-1"">充電式ヘッジトリマーLiH-1350</FONT></TD>
    </TR>
    <TR>
      <TD><FONT size=""-1"">充電式ヘッジトリマーLiH-1350用替刃　H-97</FONT></TD>
    </TR>
    <TR>
      <TD><FONT size=""-1"">リチウムイオン電池パック（Li-ion10.8Vバッテリ）</FONT></TD>
    </TR>
    <TR>
      <TD><FONT size=""-1"">リチウムイオン電池専用充電器（Li-ion10.8V充電器）</FONT></TD>
    </TR>
    <TR>
      <TD><FONT size=""-1"">充電式ガーデンバリカンLiS-1160</FONT></TD>
    </TR>
    <TR>
      <TD><FONT size=""-1"">激落ち刃物クリーナー </FONT></TD>
    </TR>

</TABLE>",ムサシ(musashi) 充電式ヘッジトリマー350mm替刃LiH-1350用替刃　H-97切れ味悪くなったら替刃です：村の鍛冶屋,滑車包丁シェルフペグエアーコンプレッサーバーベキュー除菌クーラーボックスステンレスワイヤー栗むきベビースリング村の鍛冶屋スプレーガンフラワーアーチスモーカー防水スプレーコシヒカリ合羽オベリスクリングムサシ(musashi) 充電式ヘッジトリマー350mm替刃LiH-1350用替刃　H-97切れ味悪くなったら替刃です,替刃です。ムサシ(musashi) 充電式ヘッジトリマー350mm替刃LiH-1350用替刃　H-97切れ味悪くなったら替刃です[rn]
10-107982,http://tshop.r10s.jp/yminfo/cabinet/ikou_20090730_001/img1038742487.gif?fitin=700:700,1562.4000,,花・ガーデン・DIY > ガーデニング・農業 > 剪定用具 > 園芸用はさみ,ミニクリエーションS165ｍｍ　ステンレス製,,,ミニクリエーションS165ｍｍ　ステンレス製：村の鍛冶屋,滑車包丁シェルフペグエアーコンプレッサーバーベキュー除菌クーラーボックスステンレスワイヤー栗むきベビースリング村の鍛冶屋スプレーガンフラワーアーチスモーカー防水スプレーコシヒカリ合羽オベリスクリングミニクリエーションS165ｍｍ　ステンレス製,ミニクリエーションS165ｍｍ　ステンレス製[rn]
10-107983,http://tshop.r10s.jp/plusys7022/cabinet/default/5948_1.jpg?fitin=700:700,1424.0000,,花・ガーデン・DIY > ガーデニング・農業 > 剪定用具 > 園芸用はさみ,陸刀（リクカタナ） No.810 仁作,キャンプに登山に野外作業から調理まで幅広く,◆商品紹介<br />仁作の 陸刀（リクカタナ）です。<br /><br />【フィールドアウトドアナイフの基本仕様】<br />・握り手は縦方向だけでなく横方向にも力の入れやすいグリップ形状が機能的な刃部をより使いやすく、手にフィットする硬質エラストマ樹脂を採用しています。<br />・刀身はメーカー独自の加工技術による刃物用ステンレス鋼材を総焼き入れ仕上げ。高硬度による頑強な切れ味、総焼き入れ加工のため研ぎ直しが可能です。表面研磨も使用目的に併せ、鏡面研磨、電着研磨と使い分けています。<br />・シンプルなホールド機能を備えたシンプルなシース（鞘）。携帯時にはベルトに通すことで装着可能です。<br /><br /><br />◆仕様<br />サイズ（ナイフ）：約330×61×30mm<br />サイズ（シース含）：約332×61×42mm<br />重量（ナイフ）：約190g<br />重量（シース含）：約280g<br />刃部全長：170mm（両刃）<br />材質：SUS420J2(刀身)、エラストマー、ABS、PP<br />日本製<br /><br />※本来の目的以外に携帯する場合、罰せられることがありますので、<br />お取り扱いには充分ご注意ください,陸刀（リクカタナ） No.810 仁作：農業用品販売のプラスワイズ,農業農作業土農薬花栽培DIY鍬鋤米防虫防雪消毒作物穀物藁わら稲田畑陸刀（リクカタナ） No.810 仁作,キャンプに登山に野外作業から調理まで幅広く。陸刀（リクカタナ） No.810 仁作[rn]
10-107984,http://tshop.r10s.jp/plusys7022/cabinet/default/5944_1.jpg?fitin=700:700,1600.0000,,花・ガーデン・DIY > ガーデニング・農業 > 剪定用具 > 園芸用はさみ,深山刀（ミヤマトウ） No.830 仁作,園芸作業から山菜採り、キャンプなどに。,◆商品紹介<br />仁作の 深山刀（ミヤマトウ）です。<br /><br />山遊び、園芸作業に特化した「掘る」機能を持つナイフです。<br />作業時の安全性を高める、鍔（つば）を備えたタイプです。<br />波刃により、ロープなどの切断性も備えています。<br />（木柄には滑り止めの彫り込みが入っています）<br /><br />仁作のレジャーナイフは海外ではホリホリナイフと呼ばれ、園芸用途などで、<br />一本でほとんどの作業がおこなえる万能ナイフとして高い支持を得ています。<br /><br />海外からの評価は、インターネットでHORIHORI KNIFEと検索するか、<br />Amazon.comなどでご覧頂けます。<br /><br />このレジャーナイフ（山菜堀）は、３次元研削で製造されています。<br />そのため、刀身全てに焼き入れがされており、頑強な切れ味です。<br /><br /><br />◆仕様<br />サイズ（ナイフ）：318x62x19mm　<br />サイズ（シース含）：330x62x35mm　<br />刃部全長：130+130+30mm<br />波刃長：45mm　<br />重量（ナイフ）：240g　<br />重量（シース含）：290g<br /><br />※本来の目的以外に携帯する場合、罰せられることがありますので、<br />お取り扱いには充分ご注意ください,深山刀（ミヤマトウ） No.830 仁作：農業用品販売のプラスワイズ,農業農作業土農薬花栽培DIY鍬鋤米防虫防雪消毒作物穀物藁わら稲田畑深山刀（ミヤマトウ） No.830 仁作,園芸作業から山菜採り、キャンプなどに。。深山刀（ミヤマトウ） No.830 仁作[rn]
10-107985,http://tshop.r10s.jp/plusys7022/cabinet/default/5947_1.jpg?fitin=700:700,1744.0000,,花・ガーデン・DIY > ガーデニング・農業 > 剪定用具 > 園芸用はさみ,山刀（ヤマカタナ） No.800 仁作,農作業から山菜採り、キャンプなどに。,◆商品紹介<br />仁作の 山刀（ヤマカタナ）です。<br /><br />【フィールドアウトドアナイフの基本仕様】<br />・握り手は縦方向だけでなく横方向にも力の入れやすいグリップ形状が機能的な刃部をより使いやすく、手にフィットする硬質エラストマ樹脂を採用しています。<br /><br />【特徴】<br />・シャベル型刀身で深く根の張った地面でも掘り進める。一本で殆どの園芸作業に対応。<br />・総焼入刀身で鉈のようにも使える頑強な３mm厚刀身。<br />・波刃（セレーションブレード）植物の根や枝木からロープまで、軽々と切断できる鋭利な波刃加工。<br />・鏡面研磨で泥土の汚れによる錆への高耐性。<br />・仁作のレジャーナイフは海外ではホリホリナイフと呼ばれ、園芸用途などで、一本でほとんどの作業がおこなえる万能ナイフとして高い支持を得ています<br /><br />◆仕様<br />サイズ（ナイフ）　：約330×61×30mm<br />サイズ（シース含）：約332×61×42mm<br />重量（ナイフ）　　：約205g<br />重量（シース含）　：約295g<br />刃部全長：180mm×2<br />材質：SUS420J2(刀身)、エラストマー、ABS、PP<br />日本製<br /><br />※本来の目的以外に携帯する場合、罰せられることがありますので、<br />お取り扱いには充分ご注意ください,山刀（ヤマカタナ） No.800 仁作：農業用品販売のプラスワイズ,農業農作業土農薬花栽培DIY鍬鋤米防虫防雪消毒作物穀物藁わら稲田畑山刀（ヤマカタナ） No.800 仁作,農作業から山菜採り、キャンプなどに。。山刀（ヤマカタナ） No.800 仁作[rn]
10-107986,http://tshop.r10s.jp/yminfo/cabinet/00121755/lig-1160-2.jpg?fitin=700:700,13571.2000,,花・ガーデン・DIY > ガーデニング・農業 > 剪定用具 > 園芸用はさみ,【45%OFF】【頑張って送料無料！】ムサシ(musashi) 充電式ガーデンバリカン 　LiG-1160電線が邪魔にならない！充電式だから電源なくてもOK,１台で芝生・草のキワ刈りから新芽や細枝の剪定に！,"【ここがポイント！】 
 コードレスなので場所を選ばずご使用いただけます。
 
 刃はハードクロームメッキ加工がされており、切れ味がバツグンです。 スイッチをハンドルの位置に大きく作っていますので、ハンドルと一緒に握っておくだけで楽に刈り込むことができます。
 
 刈込みの高さを10段階調節できるスライダーや、レンガやブロックなどのキワの芝生を起こす「キワ刈りガイド」もついています。 
 
 

　■製品仕様 
サイズ 長さ 350mm×幅 170mm×高さ 140mm 
重　量 約1.35kg（電池パック含む） 
刈り込み幅 （約）160mm 
最大切断径 約3mm（樹木の種類や季節で変わります） 
電　源 充電式　AC100V 
電　圧 直流 10.8V 
ストローク数 約1250min-1（回/分） 
連続使用時間 約20分（樹木の種類や季節で変わります） 
充電時間 約1時間（周囲の温度で変わります） 
刃 ハードクロームメッキ、高炭素鋼 
付属品 リチウムイオン電池パック（Li-ion10.8Vバッテリ）
リチウムイオン電池専用充電器（Li-ion10.8V充電器）
キワ刈りガイド
可動刃ケース 
 

※安全のため、必ず防護メガネをご使用ください 

<TABLE border=""0"">

          <TR>
            <TD><IMG src=""http://image.rakuten.co.jp/yminfo/cabinet/img55433813.jpg"" border=""0""></TD>
          </TR>
          <TR>
            <TD><FONT size=""-1"">ガーデニング用電動工具</FONT></TD>
          </TR>
          <TR>
            <TD><FONT size=""-1"">LiS-1160用替刃　G-162B</FONT></TD>
          </TR>
          <TR>
            <TD><FONT size=""-1"">リチウムイオン電池パック（Li-ion10.8Vバッテリ）</FONT></TD>
          </TR>
          <TR>
            <TD><FONT size=""-1"">リチウムイオン電池専用充電器（Li-ion10.8V充電器）</FONT></TD>
          </TR>
          <TR>
            <TD><FONT size=""-1"">激落ち刃物クリーナー </FONT></TD>
          </TR>

      </TABLE>",【45%OFF】【頑張って送料無料！】ムサシ(musashi) 充電式ガーデンバリカン 　LiG-1160電線が邪魔にならない！充電式だから電源なくてもOK：村の鍛冶屋,滑車包丁シェルフペグエアーコンプレッサーバーベキュー除菌クーラーボックスステンレスワイヤー栗むきベビースリング村の鍛冶屋スプレーガンフラワーアーチスモーカー防水スプレーコシヒカリ合羽オベリスクリング【45%OFF】【頑張って送料無料！】ムサシ(musashi) 充電式ガーデンバリカン 　LiG-1160電線が邪魔にならない！充電式だから電源なくてもOK,１台で芝生・草のキワ刈りから新芽や細枝の剪定に！。【45%OFF】【頑張って送料無料！】ムサシ(musashi) 充電式ガーデンバリカン 　LiG-1160電線が邪魔にならない！充電式だから電源なくてもOK[rn]
