17-107799,http://tshop.r10s.jp/dtc/cabinet/01315834/4905524637830.jpg?fitin=700:700,1230.4000,,TV・オーディオ・カメラ > メモリーカード > SDメモリーカード,ソニー SF-16N4(SDHCカード 16GB Class4) (SF16N4),　,動画、静止画、音楽の記録におすすめのSDHCカードです。メモ書きラベル有。ハイビジョン動画などの高画質映像の記録に適した「スピードクラス・CLASS4」に対応CPRM技術を採用した著作権保護機能を搭載・データ復旧ソフトウエア「Memory Card File Rescue」、写真からビデオクリップを自動作成するソフトウエア「x-Pict Story for Memory Card」を無償ダウンロードで提供,ソニー SF-16N4(SDHCカード 16GB Class4) (SF16N4)：ソフマップ楽天市場店,ソフマップSofmapパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古アウトレットiPadiPhoneソニー SF-16N4(SDHCカード 16GB Class4) (SF16N4),　。ソニー SF-16N4(SDHCカード 16GB Class4) (SF16N4)[rn]
17-107842,http://tshop.r10s.jp/akibaoo-r/cabinet/gi529/0765441027824.jpg?fitin=700:700,1252.0000,,TV・オーディオ・カメラ > メモリーカード > SDメモリーカード,【チーム(Team)】TCUSDH32GUHS02 カラーマイクロアダプターなし,,<b>スマートフォン、カメラやビデオカメラなどに。</b><b>カラフルなデザインのmicroSDHC</b><b>複数のアプリケーションを同時起動しても速度を低下させません。</b><br>microSDHC容量:32GB最大読み取り速度:80Mbs最大書き込み速度:15Mbsアダプタなし※速度は使用状況により異なります。,【チーム(Team)】TCUSDH32GUHS02 カラーマイクロアダプターなし：あきばお～楽天市場支店,メモリーブルーレイDVDテレビレコーダー安同人オタクアキバフィギュアスマートフォンiPhone電池充電おもちゃ空気清浄機家電オーディオカー雑貨【チーム(Team)】TCUSDH32GUHS02 カラーマイクロアダプターなし,【チーム(Team)】TCUSDH32GUHS02 カラーマイクロアダプターなし[rn]
17-107843,http://tshop.r10s.jp/akibaoo-r/cabinet/gi520/4547808807821.jpg?fitin=700:700,2281.6000,,TV・オーディオ・カメラ > メモリーカード > SDメモリーカード,【TOSHIBA海外パッケージ】【microSDXC 64GB】【Class10】【UHS-1】THN-M302R0640C4,,読み込み速度:90MB/sUHS Speed class3対応東芝製EXCERIA M302シリーズMicroSDXCカード64GB,【TOSHIBA海外パッケージ】【microSDXC 64GB】【Class10】【UHS-1】THN-M302R0640C4：あきばお～楽天市場支店,メモリーブルーレイDVDテレビレコーダー安同人オタクアキバフィギュアスマートフォンiPhone電池充電おもちゃ空気清浄機家電オーディオカー雑貨【TOSHIBA海外パッケージ】【microSDXC 64GB】【Class10】【UHS-1】THN-M302R0640C4,【TOSHIBA海外パッケージ】【microSDXC 64GB】【Class10】【UHS-1】THN-M302R0640C4[rn]
17-107844,http://tshop.r10s.jp/akibaoo-r/cabinet/gi520/4547808808149.jpg?fitin=700:700,2340.8000,,TV・オーディオ・カメラ > メモリーカード > SDメモリーカード,【TOSHIBA海外パッケージ】【microSDXC 64GB】【Class10】【UHS-1】THN-M202N0640C4,,メモリ容量:64GBメーカー名:東芝規格:microSDHCClass:Classx10転送速度(理論値):Read80MB/s付属品:無し海外パッケージ,【TOSHIBA海外パッケージ】【microSDXC 64GB】【Class10】【UHS-1】THN-M202N0640C4：あきばお～楽天市場支店,メモリーブルーレイDVDテレビレコーダー安同人オタクアキバフィギュアスマートフォンiPhone電池充電おもちゃ空気清浄機家電オーディオカー雑貨【TOSHIBA海外パッケージ】【microSDXC 64GB】【Class10】【UHS-1】THN-M202N0640C4,【TOSHIBA海外パッケージ】【microSDXC 64GB】【Class10】【UHS-1】THN-M202N0640C4[rn]
17-107845,http://tshop.r10s.jp/akibaoo-r/cabinet/gi520/4547808808125.jpg?fitin=700:700,889.6000,,TV・オーディオ・カメラ > メモリーカード > SDメモリーカード,【TOSHIBA海外パッケージ】【microSDHC 16GB】【Class10】【UHS-1】THN-M202N0160C4,,メモリ容量:16GBメーカー名:東芝規格:microSDHCClass:Classx10転送速度(理論値):Read80MB/s付属品:無し海外パッケージ,【TOSHIBA海外パッケージ】【microSDHC 16GB】【Class10】【UHS-1】THN-M202N0160C4：あきばお～楽天市場支店,メモリーブルーレイDVDテレビレコーダー安同人オタクアキバフィギュアスマートフォンiPhone電池充電おもちゃ空気清浄機家電オーディオカー雑貨【TOSHIBA海外パッケージ】【microSDHC 16GB】【Class10】【UHS-1】THN-M202N0160C4,【TOSHIBA海外パッケージ】【microSDHC 16GB】【Class10】【UHS-1】THN-M202N0160C4[rn]
17-107846,http://tshop.r10s.jp/akibaoo-r/cabinet/gi520/4547808808156.jpg?fitin=700:700,4681.6000,,TV・オーディオ・カメラ > メモリーカード > SDメモリーカード,【TOSHIBA海外パッケージ】【microSDXC 128GB】【Class10】【UHS-1】THN-M202N1280C4,,メモリ容量:128GBメーカー名:東芝規格:microSDHCClass:Classx10転送速度(理論値):Read80MB/s付属品:無し海外パッケージ,【TOSHIBA海外パッケージ】【microSDXC 128GB】【Class10】【UHS-1】THN-M202N1280C4：あきばお～楽天市場支店,メモリーブルーレイDVDテレビレコーダー安同人オタクアキバフィギュアスマートフォンiPhone電池充電おもちゃ空気清浄機家電オーディオカー雑貨【TOSHIBA海外パッケージ】【microSDXC 128GB】【Class10】【UHS-1】THN-M202N1280C4,【TOSHIBA海外パッケージ】【microSDXC 128GB】【Class10】【UHS-1】THN-M202N1280C4[rn]
17-107847,http://tshop.r10s.jp/akibaoo-r/cabinet/gi520/4547808807838.jpg?fitin=700:700,4681.6000,,TV・オーディオ・カメラ > メモリーカード > SDメモリーカード,【TOSHIBA海外パッケージ】【microSDXC 128GB】【Class10】【UHS-1】THN-M302R1280C4,【メール便3個まで対象商品】,microSDXC カードUHS-I Speed Class 3CLASS10128GB読み込み最大90MB/s海外パッケージ,【TOSHIBA海外パッケージ】【microSDXC 128GB】【Class10】【UHS-1】THN-M302R1280C4：あきばお～楽天市場支店,メモリーブルーレイDVDテレビレコーダー安同人オタクアキバフィギュアスマートフォンiPhone電池充電おもちゃ空気清浄機家電オーディオカー雑貨【TOSHIBA海外パッケージ】【microSDXC 128GB】【Class10】【UHS-1】THN-M302R1280C4,【メール便3個まで対象商品】。【TOSHIBA海外パッケージ】【microSDXC 128GB】【Class10】【UHS-1】THN-M302R1280C4[rn]
17-107848,http://tshop.r10s.jp/akibaoo-r/cabinet/gi520/4547808808132.jpg?fitin=700:700,1333.6000,,TV・オーディオ・カメラ > メモリーカード > SDメモリーカード,【TOSHIBA海外パッケージ】【microSDHC 32GB】【Class10】【UHS-1】THN-M202N0320C4,,,【TOSHIBA海外パッケージ】【microSDHC 32GB】【Class10】【UHS-1】THN-M202N0320C4：あきばお～楽天市場支店,メモリーブルーレイDVDテレビレコーダー安同人オタクアキバフィギュアスマートフォンiPhone電池充電おもちゃ空気清浄機家電オーディオカー雑貨【TOSHIBA海外パッケージ】【microSDHC 32GB】【Class10】【UHS-1】THN-M202N0320C4,【TOSHIBA海外パッケージ】【microSDHC 32GB】【Class10】【UHS-1】THN-M202N0320C4[rn]
17-107849,http://tshop.r10s.jp/akibaoo-r/cabinet/gi502/4547808805704.jpg?fitin=700:700,3867.2000,,TV・オーディオ・カメラ > メモリーカード > SDメモリーカード,【TOSHIBA海外パッケージ】【microSDXC 64GB】THN-M401S0640A2【UHS-I U3】,【メール便6個まで対象商品】,&nbsp;microSDXC カード、UHS-I Speed Class 3(最低30MB/保証）&nbsp;micro SD→SD変換アダプタ同梱、CLASS10(Minimum 10MB/sec)&nbsp;64GB<br>「読み込み時」最大95MB/s、「書き込み時」最大80MB/s(UHS-I の対応機器使用時、UHS-I 非対応機器では、SDスピードクラス「Class10」の転送速度)&nbsp;※UHS Speed Classは、より高速のデータ転送を可能とするSDカードの新規格です。、,【TOSHIBA海外パッケージ】【microSDXC 64GB】THN-M401S0640A2【UHS-I U3】：あきばお～楽天市場支店,メモリーブルーレイDVDテレビレコーダー安同人オタクアキバフィギュアスマートフォンiPhone電池充電おもちゃ空気清浄機家電オーディオカー雑貨【TOSHIBA海外パッケージ】【microSDXC 64GB】THN-M401S0640A2【UHS-I U3】,【メール便6個まで対象商品】。【TOSHIBA海外パッケージ】【microSDXC 64GB】THN-M401S0640A2【UHS-I U3】[rn]
17-107850,http://tshop.r10s.jp/akibaoo-r/cabinet/gi500/4511677109034.jpg?fitin=700:700,15452.0000,,TV・オーディオ・カメラ > メモリーカード > SDメモリーカード,【グリーンハウス(GreenHouse)】【microSDXC 256GB】GH-SDMRXCUB256G【Class10】【UHS-1】,,"<b><font color=""#3366ff"">「UHS-I」対応、高速転送のmicroSDXCカード</font></b>高速SDバスインターフェース「UHS-I」の対応機器※で使用すれば、最大読み込み速度128GB/256GB:80MB/s、最大書き込み速度、128GB:20MB/s、256GB:12MB/sの高速転送を実現します。※UHS-I非対応機器では、SDアソシエーションで定められた速度規格「Class10」の転送速度を実現します。<br>・microSDXCカード対応のスマートフォン、タブレットに対応・JIS防水保護等級7に適合した完全防水設計・安心の3年間保証・SDメモリーカード変換アダプタ付属・付属のSDメモリーカード変換アダプタを使用すれば、デジカメやデジタルビデオカメラなどのSDXC対応機器にも対応します。<br>■対応機種microSDXC/SDXC規格対応機器※microSDXCロゴが表記されているmicroSDXC対応機器のみに対応します。また、SDカードアダプタを使用してSDXC対応機器にも対応します。従来のmicroSDカード/SDメモリーカードのみに対応した機器では使用できません。<br>■仕様規格:microSDMemoryCardSpecificationsVer3.00準拠転送速度:256GB:「読み込み時」最大80MB/s、「書き込み時」最大12MB/s※※UHS-Iモード時UHSスピードクラス:1SDスピードクラス:10防水性能:JIS防水保護等級7に適合※付属のSDメモリーカード変換アダプタは防水設計ではありません。電源電圧:2.7～3.6V使用温度:0℃～+70℃外形寸法:W11×D15×H1(mm)重量:約0.2gRoHS:対応保証期間:3年間",【グリーンハウス(GreenHouse)】【microSDXC 256GB】GH-SDMRXCUB256G【Class10】【UHS-1】：あきばお～楽天市場支店,メモリーブルーレイDVDテレビレコーダー安同人オタクアキバフィギュアスマートフォンiPhone電池充電おもちゃ空気清浄機家電オーディオカー雑貨【グリーンハウス(GreenHouse)】【microSDXC 256GB】GH-SDMRXCUB256G【Class10】【UHS-1】,【グリーンハウス(GreenHouse)】【microSDXC 256GB】GH-SDMRXCUB256G【Class10】【UHS-1】[rn]
17-107851,http://tshop.r10s.jp/akibaoo-r/cabinet/gi502/4547808805698.jpg?fitin=700:700,2148.8000,,TV・オーディオ・カメラ > メモリーカード > SDメモリーカード,【TOSHIBA海外パッケージ】【microSDHC 32GB】THN-M401S0320A2【UHS-I U3】,【メール便6個まで対象商品】,TOSHIBA 東芝 microSDHCカード EXERCIA PRO M401UHS-I U3対応 R:95MB/s W:80MB/s 海外リテール32GB,【TOSHIBA海外パッケージ】【microSDHC 32GB】THN-M401S0320A2【UHS-I U3】：あきばお～楽天市場支店,メモリーブルーレイDVDテレビレコーダー安同人オタクアキバフィギュアスマートフォンiPhone電池充電おもちゃ空気清浄機家電オーディオカー雑貨【TOSHIBA海外パッケージ】【microSDHC 32GB】THN-M401S0320A2【UHS-I U3】,【メール便6個まで対象商品】。【TOSHIBA海外パッケージ】【microSDHC 32GB】THN-M401S0320A2【UHS-I U3】[rn]
17-107852,http://tshop.r10s.jp/akibaoo-r/cabinet/gi503/0619659152413.jpg?fitin=700:700,3504.0000,,TV・オーディオ・カメラ > メモリーカード > SDメモリーカード,【サンディスク(SanDisk) 海外パッケージ】【microSDXC 64GB】SDSQXXG-064G-GN6MA【UHS-I U3】【class10】,【メール便6個まで対象商品】,規格：microSDHC容量：64GB速度：class10 UHS-1対応,【サンディスク(SanDisk) 海外パッケージ】【microSDXC 64GB】SDSQXXG-064G-GN6MA【UHS-I U3】【class10】：あきばお～楽天市場支店,メモリーブルーレイDVDテレビレコーダー安同人オタクアキバフィギュアスマートフォンiPhone電池充電おもちゃ空気清浄機家電オーディオカー雑貨【サンディスク(SanDisk) 海外パッケージ】【microSDXC 64GB】SDSQXXG-064G-GN6MA【UHS-I U3】【class10】,【メール便6個まで対象商品】。【サンディスク(SanDisk) 海外パッケージ】【microSDXC 64GB】SDSQXXG-064G-GN6MA【UHS-I U3】【class10】[rn]
17-107853,http://tshop.r10s.jp/akibaoo-r/cabinet/gi503/0619659152390.jpg?fitin=700:700,2192.8000,,TV・オーディオ・カメラ > メモリーカード > SDメモリーカード,【サンディスク(SanDisk) 海外パッケージ】【microSDHC 32GB】SDSQXXG-032G-GN6MA【UHS-I U3】【class10】,【メール便6個まで対象商品】,規格：microSDHC容量：32GB速度：class10 UHS-1対応,【サンディスク(SanDisk) 海外パッケージ】【microSDHC 32GB】SDSQXXG-032G-GN6MA【UHS-I U3】【class10】：あきばお～楽天市場支店,メモリーブルーレイDVDテレビレコーダー安同人オタクアキバフィギュアスマートフォンiPhone電池充電おもちゃ空気清浄機家電オーディオカー雑貨【サンディスク(SanDisk) 海外パッケージ】【microSDHC 32GB】SDSQXXG-032G-GN6MA【UHS-I U3】【class10】,【メール便6個まで対象商品】。【サンディスク(SanDisk) 海外パッケージ】【microSDHC 32GB】SDSQXXG-032G-GN6MA【UHS-I U3】【class10】[rn]
17-107854,http://tshop.r10s.jp/akibaoo-r/cabinet/gi503/0619659147907.jpg?fitin=700:700,1926.4000,,TV・オーディオ・カメラ > メモリーカード > SDメモリーカード,【サンディスク(SanDisk) 海外パッケージ】【microSDHC 32GB】SDSQXVF-032G-GN6MA【UHS-I U3】【class10】,【メール便6個まで対象商品】,規格：microSDHC容量：32GB速度：class10 UHS-1対応,【サンディスク(SanDisk) 海外パッケージ】【microSDHC 32GB】SDSQXVF-032G-GN6MA【UHS-I U3】【class10】：あきばお～楽天市場支店,メモリーブルーレイDVDテレビレコーダー安同人オタクアキバフィギュアスマートフォンiPhone電池充電おもちゃ空気清浄機家電オーディオカー雑貨【サンディスク(SanDisk) 海外パッケージ】【microSDHC 32GB】SDSQXVF-032G-GN6MA【UHS-I U3】【class10】,【メール便6個まで対象商品】。【サンディスク(SanDisk) 海外パッケージ】【microSDHC 32GB】SDSQXVF-032G-GN6MA【UHS-I U3】【class10】[rn]
17-107855,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_049/4905524985573_ll.jpg?fitin=700:700,12424.0000,,TV・オーディオ・カメラ > メモリーカード > SDメモリーカード,【送料無料】SONY 高速SDXC UHS-Iメモリーカード(Class10対応・64GB) SF-64UX2 [SF64UX2]【KK9N0D18P】,,□商品説明<br>●4K/2K動画撮影処理に最適なUHSスピードクラス3に対応。最大読み出し速度94MB/s、最大書き込み速度60MB/sを実現。<br>●安心設計で「防水」「耐久性」「耐温度」「耐X線」の効能を実現。<br>●読み出しができなくなった記録データを復旧するソフト「Memory Card File Rescue(メモリーカードファイルレスキュー)」の無償ダウンロード特典付き。<br>●お気に入りの静止画から簡単にビデオクリップを作成するソフト「x-Pict Story for Memory Card」の無償ダウンロード特典付き。<br>●CPRM技術を採用した著作権保護機能を搭載。<br>□商品仕様<br>●容量:64GB<br>●スピードクラス:Class 10<br>●UHSスピードクラス:Class 3<br>●最大読み出し速度:94MB/s<br>●最大書き込み速度:60MB/s<br>●防水:IPX7準拠<br>●耐久性:落下・ひねり、挿抜耐久性<br>●耐温度:-25℃～+85℃<br>●耐X線:ISO 7816-1準拠,【送料無料】SONY 高速SDXC UHS-Iメモリーカード(Class10対応・64GB) SF-64UX2 [SF64UX2]【KK9N0D18P】：エディオン　楽天市場店,【送料無料】SONY 高速SDXC UHS-Iメモリーカード(Class10対応・64GB) SF-64UX2 [SF64UX2]【KK9N0D18P】,【送料無料】SONY 高速SDXC UHS-Iメモリーカード(Class10対応・64GB) SF-64UX2 [SF64UX2]【KK9N0D18P】[rn]
17-107856,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_127/4548736010604_ll.jpg?fitin=700:700,2920.0000,,TV・オーディオ・カメラ > メモリーカード > SDメモリーカード,SONY 高速SDHC UHS-Iメモリーカード(Class10対応・16GB) 防水仕様 SF-16UY2 [SF16UY2]【KK9N0D18P】,,□商品説明<br>●4K動画、ハイビジョン動画の撮影や高速連写撮影、大容量データの高速転送に適したSDXC/SDHC UHSスピードクラス1、SDスピードクラス・CLASS10対応メモリーカード。最大読み出し速度70MB/sを実現。<br>●[無償ダウンロード特典]読み出しができなくなった記録データを復旧するソフト「Memory Card File Rescue(メモリーカードファイルレスキュー)」 / お気に入りの静止画から簡単にビデオクリップを作成するソフト「x-Pict Story for Memory Card」。<br>●安心設計で「防水」「耐久性」「耐温度」「耐X線」の効能を実現。<br>●CPRM技術を採用した著作権保護機能を搭載。<br>□商品仕様<br>●容量:16GB<br>●スピードクラス:Class10<br>●UHSスピードクラス:Class 1<br>●最大読み出し速度:70MB/s<br>●寸法:W2.4×H3.2×D0.21cm<br>●質量:約2g,SONY 高速SDHC UHS-Iメモリーカード(Class10対応・16GB) 防水仕様 SF-16UY2 [SF16UY2]【KK9N0D18P】：エディオン　楽天市場店,SONY 高速SDHC UHS-Iメモリーカード(Class10対応・16GB) 防水仕様 SF-16UY2 [SF16UY2]【KK9N0D18P】,SONY 高速SDHC UHS-Iメモリーカード(Class10対応・16GB) 防水仕様 SF-16UY2 [SF16UY2]【KK9N0D18P】[rn]
17-107857,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_121/4953103461697_ll.jpg?fitin=700:700,10350.4000,,TV・オーディオ・カメラ > メモリーカード > SDメモリーカード,【送料無料】エレコム 高速microSDXC UHS-Iメモリカード(Class 10・64GB) MF-MS064GU13R [MFMS064GU13R]【KK9N0D18P】,,□商品説明<br>●データ復旧サービス付 microSDXCメモリーカード。<br>●高速インターフェース規格であるUHS-I/UHSスピードクラスの「Class3」に対応した高速タイプのmicroSDメモリカードです。UHS-I非対応機器で使用する場合は、SDスピードクラスの「class10」に対応します。<br>●読み出し最大80MB/s、書き込み最大60MB/sの高速データ転送を実現します。<br>●高速タイプなので、スマートフォンやタブレットでの使用はもちろんアクションカメラでの使用にも最適です。<br>●JIS防水保護等級7(IPX7)」に準拠し、メモリカードの交換時などにうっかり水に濡れてしまっても安心の防水仕様です。(SD変換アダプタは除く)<br>●CPRM技術を採用した著作権保護機能を搭載しています。<br>●SD変換アダプタが付属しています。<br>□商品仕様<br>●メモリ容量:64GB<br>●スピードクラス:Class 10<br>●UHSスピードクラス:クラス 3<br>●最低保証速度:30MB/s(※UHS-I対応機器使用時)<br>●インターフェイス:microSD<br>●最大転送速度:読み出し 80MB/s、書き込み 60MB/s<br>●防水機能:「JIS防水保護等級7(IPX7)」に準拠 ※本体のみ<br>●外形寸法:W1.5×H1.1×D0.1cm<br>●質量:約0.4g<br>●付属品:SD変換アダプタ×1,【送料無料】エレコム 高速microSDXC UHS-Iメモリカード(Class 10・64GB) MF-MS064GU13R [MFMS064GU13R]【KK9N0D18P】：エディオン　楽天市場店,【送料無料】エレコム 高速microSDXC UHS-Iメモリカード(Class 10・64GB) MF-MS064GU13R [MFMS064GU13R]【KK9N0D18P】,【送料無料】エレコム 高速microSDXC UHS-Iメモリカード(Class 10・64GB) MF-MS064GU13R [MFMS064GU13R]【KK9N0D18P】[rn]
17-107858,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_148/4549077841544_ll.jpg?fitin=700:700,47347.2000,,TV・オーディオ・カメラ > メモリーカード > SDメモリーカード,【送料無料】パナソニック SDXC UHS-II メモリーカード(128GB) RP-SDZA128JK [RPSDZA128JK]【KK9N0D18P】,,□商品説明<br>●ビデオスピードクラスV90対応。<br>●最大転送速度 読み出し280MB/秒、書き込み250MB/秒を実現。<br>●アクシデントに強い「6+1」の機能(防水・耐温度・耐衝撃・耐X線・耐磁石・耐静電気・ヒューズ機能)。<br><br>※SDXCメモリーカードはSDXCロゴが機器または、取扱説明書に記載されている商品でご使用できます。<br>※SDメモリーカード、SDHCメモリーカードのみに対応した商品では使用することができません。<br>□商品仕様<br>●容量:128GB<br>●インターフェイス規格:UHS-II<br>●スピードクラス:CLASS10<br>●UHSスピードクラス:UHS SPEED CLASS 3<br>●ビデオスピードクラス:V90<br>●最大読み出し速度:280MB/秒<br>●最大書き込み速度:250MB/秒<br>●寸法:W2.4×H3.2×D0.21cm<br>●質量:約2g,【送料無料】パナソニック SDXC UHS-II メモリーカード(128GB) RP-SDZA128JK [RPSDZA128JK]【KK9N0D18P】：エディオン　楽天市場店,【送料無料】パナソニック SDXC UHS-II メモリーカード(128GB) RP-SDZA128JK [RPSDZA128JK]【KK9N0D18P】,【送料無料】パナソニック SDXC UHS-II メモリーカード(128GB) RP-SDZA128JK [RPSDZA128JK]【KK9N0D18P】[rn]
17-107859,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_146/4523052016615_ll.jpg?fitin=700:700,11923.2000,,TV・オーディオ・カメラ > メモリーカード > SDメモリーカード,【送料無料】サンディスク 高速SDHC UHS-IIメモリーカード(Class 10対応・32GB) 防水仕様 Extreme PRO SDSDXPK-032G-JNJIP [SDSDXPK032GJNJIP]【KK9N0D18P】,,□商品説明<br>●最大300MB/秒の読取りスピードでPC等への高速データ転送が可能、最大260MB/秒の書込みスピードで高速連写撮影に最適。<br>●UHS-II 規格に準拠。UHSスピードクラス3 に対応し、4K動画やフルHD動画の撮影に最適 (最低30MB/秒の連続書込みに対応)。<br>●データ復旧ソフト「レスキュープロ デラックス」1年間利用特典付き。<br>●高い耐久性-防水、耐温度、耐衝撃、耐X線。<br>●無期限保証。<br>□商品仕様<br>●容量:32GB<br>●スピードクラス:Class 10<br>●UHSスピードクラス:クラス 3<br>●読取り速度:[UHS-II 対応ホスト機器使用の場合]最大300MB/秒 [UHS-I 対応ホスト機器使用の場合]最大95MB/秒<br>●書込み速度:[UHS-II 対応ホスト機器使用の場合]最大260MB/秒 [UHS-I 対応ホスト機器使用の場合]最大90MB/秒<br>●カードタイプ:SDHC<br>●動作温度:-25～85℃<br>●保存温度:-40～85℃<br>●外形寸法:2.4×3.2×0.21cm,【送料無料】サンディスク 高速SDHC UHS-IIメモリーカード(Class 10対応・32GB) 防水仕様 Extreme PRO SDSDXPK-032G-JNJIP [SDSDXPK032GJNJIP]【KK9N0D18P】：エディオン　楽天市場店,【送料無料】サンディスク 高速SDHC UHS-IIメモリーカード(Class 10対応・32GB) 防水仕様 Extreme PRO SDSDXPK-032G-JNJIP [SDSDXPK032GJNJIP]【KK9N0D18P】,【送料無料】サンディスク 高速SDHC UHS-IIメモリーカード(Class 10対応・32GB) 防水仕様 Extreme PRO SDSDXPK-032G-JNJIP [SDSDXPK032GJNJIP]【KK9N0D18P】[rn]
17-107860,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_049/4905524985597_ll.jpg?fitin=700:700,6592.0000,,TV・オーディオ・カメラ > メモリーカード > SDメモリーカード,【送料無料】SONY 高速SDHC UHS-Iメモリーカード(Class10対応・32GB) SF-32UX2 [SF32UX2]【KK9N0D18P】,,□商品説明<br>●4K/2K動画撮影処理に最適なUHSスピードクラス3に対応。最大読み出し速度94MB/s、最大書き込み速度60MB/sを実現。<br>●安心設計で「防水」「耐久性」「耐温度」「耐X線」の効能を実現。<br>●読み出しができなくなった記録データを復旧するソフト「Memory Card File Rescue(メモリーカードファイルレスキュー)」の無償ダウンロード特典付き。<br>●お気に入りの静止画から簡単にビデオクリップを作成するソフト「x-Pict Story for Memory Card」の無償ダウンロード特典付き。<br>●CPRM技術を採用した著作権保護機能を搭載。<br>□商品仕様<br>●容量:32GB<br>●スピードクラス:Class 10<br>●UHSスピードクラス:Class 3<br>●最大読み出し速度:94MB/s<br>●最大書き込み速度:60MB/s<br>●防水:IPX7準拠<br>●耐久性:落下・ひねり、挿抜耐久性<br>●耐温度:-25℃～+85℃<br>●耐X線:ISO 7816-1準拠,【送料無料】SONY 高速SDHC UHS-Iメモリーカード(Class10対応・32GB) SF-32UX2 [SF32UX2]【KK9N0D18P】：エディオン　楽天市場店,【送料無料】SONY 高速SDHC UHS-Iメモリーカード(Class10対応・32GB) SF-32UX2 [SF32UX2]【KK9N0D18P】,【送料無料】SONY 高速SDHC UHS-Iメモリーカード(Class10対応・32GB) SF-32UX2 [SF32UX2]【KK9N0D18P】[rn]
17-107861,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_068/4957180104522_ll.jpg?fitin=700:700,15632.0000,,TV・オーディオ・カメラ > メモリーカード > SDメモリーカード,【送料無料】I/Oデータ 高速SDXC UHS-Iメモリーカード(Class10対応・64GB) SDX-UTシリーズ SDX-UT64G [SDXUT64G]【KK9N0D18P】,,□商品説明<br>●高速で安定した転送を実現するインターフェイス、UHS-Iスピードクラス1に対応。<br>●最大104MB/s(規格値)の転送速度での読み書きを実現し、大容量化・高速化のニーズに応えられます。<br>●UHS-I非対応機器でも、Class 10対応なので転送速度10MB/sを保証します。<br>●SDA(SDアソシエーション)で定められた速度規格「スピードクラス10」に対応。<br>□商品仕様<br>●容量:64GB<br>●対応機種:SDXC規格に対応した機器<br>●モデルタイプ(転送速度):UHS-I Class 1、Class 10<br>●消費電流:200mA(MAX)<br>●電源電圧:2.7～3.6V<br>●寸法:W2.4×H0.21×D3.2cm<br>●質量:約2g,【送料無料】I/Oデータ 高速SDXC UHS-Iメモリーカード(Class10対応・64GB) SDX-UTシリーズ SDX-UT64G [SDXUT64G]【KK9N0D18P】：エディオン　楽天市場店,【送料無料】I/Oデータ 高速SDXC UHS-Iメモリーカード(Class10対応・64GB) SDX-UTシリーズ SDX-UT64G [SDXUT64G]【KK9N0D18P】,【送料無料】I/Oデータ 高速SDXC UHS-Iメモリーカード(Class10対応・64GB) SDX-UTシリーズ SDX-UT64G [SDXUT64G]【KK9N0D18P】[rn]
17-107862,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_092/4981254012468_ll.jpg?fitin=700:700,544.0000,,TV・オーディオ・カメラ > メモリーカード > SDメモリーカード,BUFFALO SDHCメモリーカード(Class4・8GB) ESDC4-8G [ESDC48G]【KK9N0D18P】【NYOA】,,●容量:8GB<br>●スピードクラス:Class4<br>●付属品:インデックスシール3枚入り,BUFFALO SDHCメモリーカード(Class4・8GB) ESDC4-8G [ESDC48G]【KK9N0D18P】【NYOA】：エディオン　楽天市場店,BUFFALO SDHCメモリーカード(Class4・8GB) ESDC4-8G [ESDC48G]【KK9N0D18P】【NYOA】,BUFFALO SDHCメモリーカード(Class4・8GB) ESDC4-8G [ESDC48G]【KK9N0D18P】【NYOA】[rn]
