18-8901,http://tshop.r10s.jp/auc-mikawa-kiko/cabinet/ob2016/3_23/t010005772053.jpg?fitin=700:700,215880.0000,,花・ガーデン・DIY > DIY・工具 > その他,【廃番】アルインコ 移動式作業台 天板高さ2.96m 最大使用質量120kg CSD300AS,【条件付き送料無料】,【特長】<br>大型移動式作業台で、4輪ブレーキ付キャスター(φ150)標準装備で移動も可能です。<br>フル手すりがセットされています。<br><br>【仕様】<br>最大使用質量(kg):120<br>天板高さ(m):2.96<br>作業床寸法(mm):500×520<br>設置寸法(mm):1300×2305<br>最大作業床高さ(m):2.96<br>質量(kg):55.5<br>組立式<br><br>【材質／仕上】<br>アルミ<br><br>【メーカー名】<br>アルインコ（株）<br><br>【原産国】日本<br><br>,【廃番】アルインコ 移動式作業台 天板高さ2.96m 最大使用質量120kg CSD300AS：三河機工 楽天市場店,マキタmakita日立HITACHIリュービRYOBIタジマTAJIMA日動NICHIDOボッシュBOSCHロブテックスLOBSTERインパクトドライバ電動クリーナーバリカン消臭液グラインダー【廃番】アルインコ 移動式作業台 天板高さ2.96m 最大使用質量120kg CSD300AS,【条件付き送料無料】。【廃番】アルインコ 移動式作業台 天板高さ2.96m 最大使用質量120kg CSD300AS[rn]
18-8946,http://tshop.r10s.jp/auc-mikawa-kiko/cabinet/ob2016/1_03/t010006276922.jpg?fitin=700:700,768.8000,,花・ガーデン・DIY > DIY・工具 > その他,大西 木工用兼用ビット18.0mm NO2-180,,【特長】<br>柱の穴あけに最適です。<br>インパクトドライバーではφ21mmまでの穴あけ加工が可能です。<br><br>【用途】<br>被削材:木材。<br>木材の貫通穴用。<br><br>【仕様】<br>刃径(mm):18.0<br>溝長(mm):135<br>全長(mm):205<br>シャンク径(mm):6.35<br>質量(g):138<br>適合機種:電気ドリル・インパクトドライバー対応（刃径21mm以下）<br><br>【材質／仕上】<br>炭素鋼（S55C）<br><br>【メーカー名】<br>大西工業（株）<br><br>【原産国】日本<br><br>,大西 木工用兼用ビット18.0mm NO2-180：三河機工 楽天市場店,マキタmakita日立HITACHIリュービRYOBIタジマTAJIMA日動NICHIDOボッシュBOSCHロブテックスLOBSTERインパクトドライバ電動クリーナーバリカン消臭液グラインダー大西 木工用兼用ビット18.0mm NO2-180,大西 木工用兼用ビット18.0mm NO2-180[rn]
18-8947,http://tshop.r10s.jp/auc-mikawa-kiko/cabinet/ob2016/1_01/t010006097932.jpg?fitin=700:700,106624.0000,,花・ガーデン・DIY > DIY・工具 > その他,SUGINO 自動旋盤用鏡面仕上げツールSR16M  ローラ先端R0.5 右勝手 SR16MR0.5R-45-S10,【条件付き送料無料】,【特長】<br>くし刃旋盤に取付け可能なコンパクトなツールです。<br>一つのツールでワークの外周面と端面を加工できます。<br>ツールボディ部にスプリングが内蔵されていて、スプリングの圧力により仕上げ面粗さを調整します。<br><br>【用途】<br>少量多品種の軸外周面や端面の仕上げ加工に。<br><br>【仕様】<br>シャンクサイズ(mm):10<br>勝手:右<br>ローラ先端径(mm):0.5<br>質量(g):300<br><br>【メーカー名】<br>（株）スギノマシン<br><br>【原産国】日本<br><br>,SUGINO 自動旋盤用鏡面仕上げツールSR16M  ローラ先端R0.5 右勝手 SR16MR0.5R-45-S10：三河機工 楽天市場店,マキタmakita日立HITACHIリュービRYOBIタジマTAJIMA日動NICHIDOボッシュBOSCHロブテックスLOBSTERインパクトドライバ電動クリーナーバリカン消臭液グラインダーSUGINO 自動旋盤用鏡面仕上げツールSR16M  ローラ先端R0.5 右勝手 SR16MR0.5R-45-S10,【条件付き送料無料】。SUGINO 自動旋盤用鏡面仕上げツールSR16M  ローラ先端R0.5 右勝手 SR16MR0.5R-45-S10[rn]
18-8948,http://tshop.r10s.jp/auc-mikawa-kiko/cabinet/ob2016/1_02/t010003822855.jpg?fitin=700:700,2919.2000,,花・ガーデン・DIY > DIY・工具 > その他,エビ 超硬ホルソー（薄板用） HO28S HO-28S,,【特長】<br>刃数が多いので、安定した切れ味を発揮します。<br>抜群の切れ味で厚み4mm以下のステンレスも楽々穴あけ可能で長寿命です。<br>位置決めの良いセンタードリルを使用、さらにチタンコーティングで切れ味が持続します。<br><br>【用途】<br>被削材:ステンレス・鋼板（4mm以下）、銅、アルミ板、木材、合板、合成樹脂、石こうボード、人造大理石など。<br><br>【仕様】<br>刃径(mm):28<br>ふところ深さ(mm):12<br>シャンク径(mm):10<br>刃厚(mm):2.3<br>有効長(mm):12<br>質量(g):125<br><br>【材質／仕上】<br>刃部:超硬チップ<br>センタードリル:高速度鋼（チタンコーティング）<br><br>【メーカー名】<br>（株）ロブテックス<br><br>【原産国】JP<br><br>,エビ 超硬ホルソー（薄板用） HO28S HO-28S：三河機工 楽天市場店,マキタmakita日立HITACHIリュービRYOBIタジマTAJIMA日動NICHIDOボッシュBOSCHロブテックスLOBSTERインパクトドライバ電動クリーナーバリカン消臭液グラインダーエビ 超硬ホルソー（薄板用） HO28S HO-28S,エビ 超硬ホルソー（薄板用） HO28S HO-28S[rn]
18-8949,http://tshop.r10s.jp/auc-mikawa-kiko/cabinet/ob2016/1_02/t010004523905.jpg?fitin=700:700,7008.0000,,花・ガーデン・DIY > DIY・工具 > その他,TRUSCO E型ホールカッター 73mm TE73,,【特長】<br>引っ掛かりのない安全設計で鉄板の穴あけに最適です。<br>鉄板、亜鉛鉄板、ブリキなどの穴あけに最適です。<br>電気ドリル専用です。<br><br>【用途】<br>被削材:鉄板（1.6mm）、亜鉛鉄板、ブリキなど。<br><br>【仕様】<br>刃径(mm):73<br>ふところ深さ(mm):8<br>シャンク径(mm):12<br>刃厚(mm):2.4<br>有効長(mm):1.6<br>質量(g):420<br><br>【材質／仕上】<br>センタードリル:TE10.5～TE100（高速度鋼SKH51）TE105～TE150（コバルト高速度鋼SKH59）<br><br>【メーカー名】<br>トラスコ中山（株）<br><br>【原産国】JP<br><br>,TRUSCO E型ホールカッター 73mm TE73：三河機工 楽天市場店,マキタmakita日立HITACHIリュービRYOBIタジマTAJIMA日動NICHIDOボッシュBOSCHロブテックスLOBSTERインパクトドライバ電動クリーナーバリカン消臭液グラインダーTRUSCO E型ホールカッター 73mm TE73,TRUSCO E型ホールカッター 73mm TE73[rn]
18-8950,http://tshop.r10s.jp/auc-mikawa-kiko/cabinet/ob2017/2017_1/t010006413020.jpg?fitin=700:700,2632.8000,,花・ガーデン・DIY > DIY・工具 > その他,RUKO 六角軸タッピングドリル M10X1．5 59mm チタン R270019T  【最安値挑戦 激安 通販 おすすめ 人気 価格 安い おしゃれ 16200円以上 送料無料】,ねじ切り工具 六角軸タップ,【メーカー名】<br>ＲＵＫＯ社<br><br>【特長】<br>六角軸シャンク仕様で、コードレスドライバーに装着可能です。<br>鉄板等の下穴開け作業とネジ切り作業をドリルを交換せずに行うことができます。<br><br>【用途】<br>穴あけ、ネジ山の形成・修正に。<br>被削材：鉄、アルミ、銅、ステンレス。<br><br>【仕様】<br>精度:6H<br>ドリル長(mm):15<br>タップ寸法:M10×1.5<br>タップ長(mm):15<br>全長(mm):59<br>シャンク径(mm):6.35（六角軸）<br>呼び寸:M10<br>ピッチ(mm):1.5<br>適合機種:充電回転ドライバー<br>加工ねじ：メートルねじ<br><br>【材質／仕上】<br>高速度鋼（HSS）<br><br>【注意】<br>正逆回転付以外の電動工具では使用できません。<br>タップ加工の際は必ずタッピングオイル(潤滑油)をご使用ください。<br><br>,RUKO 六角軸タッピングドリル M10X1．5 59mm チタン R270019T  【最安値挑戦 激安 通販 おすすめ 人気 価格 安い おしゃれ 16200円以上 送料無料】：三河機工 楽天市場店,マキタmakita日立HITACHIリュービRYOBIタジマTAJIMA日動NICHIDOボッシュBOSCHロブテックスLOBSTERインパクトドライバ電動クリーナーバリカン消臭液グラインダーRUKO 六角軸タッピングドリル M10X1．5 59mm チタン R270019T  【最安値挑戦 激安 通販 おすすめ 人気 価格 安い おしゃれ 16200円以上 送料無料】,ねじ切り工具 六角軸タップ。RUKO 六角軸タッピングドリル M10X1．5 59mm チタン R270019T  【最安値挑戦 激安 通販 おすすめ 人気 価格 安い おしゃれ 16200円以上 送料無料】[rn]
18-8951,http://tshop.r10s.jp/auc-mikawa-kiko/cabinet/ob2016/1_01/t010006074984.jpg?fitin=700:700,5104.0000,,花・ガーデン・DIY > DIY・工具 > その他,BIC TOOL 月光ドリル 4.2mm GKD4.2 (10本),,【特長】<br>刃先先端部の形状に独自の技術を採用し驚愕の切れ味を実現します。<br>食付き、切削能力、切りくずの排出性を大幅に改善しました。<br><br>【用途】<br>被削材:ステンレス鋼、難削材、一般鋼、軟鋼、パイプ等。<br><br>【仕様】<br>刃径(mm):4.2<br>溝長(mm):54<br>全長(mm):83<br>シャンク径(mm):4.2<br>質量(g):7.0<br>有効加工深さ:3Ｄ（刃径×3倍）<br><br>【材質／仕上】<br>コバルト高速度鋼（HSCO-M35）<br><br>【メーカー名】<br>（株）ビック・ツール<br><br>【原産国】日本<br><br>,BIC TOOL 月光ドリル 4.2mm GKD4.2 (10本)：三河機工 楽天市場店,マキタmakita日立HITACHIリュービRYOBIタジマTAJIMA日動NICHIDOボッシュBOSCHロブテックスLOBSTERインパクトドライバ電動クリーナーバリカン消臭液グラインダーBIC TOOL 月光ドリル 4.2mm GKD4.2 (10本),BIC TOOL 月光ドリル 4.2mm GKD4.2 (10本)[rn]
18-8952,http://tshop.r10s.jp/auc-mikawa-kiko/cabinet/ob2016/1_03/t010004383159.jpg?fitin=700:700,2350.4000,,花・ガーデン・DIY > DIY・工具 > その他,サンコーテクノ アンカードリル ADX2－HEX 全長320タイプ ADX2-20.5HEX ADX220.5HEX ADX2―20.5HEX 【最安値挑戦 激安 通販 おすすめ 人気 価格 安い】,,【特長】<br>刃先を「4エッジ」にしたことで、一般的な2エッジドリルと比較すると真円に近い穿孔ができ、アンカー挿入がスムーズにできます。<br>スパイラルに「マーキング溝」を施し、穿孔深さをマーキングする際の目安としました。<br>サンコーテクノ（株）製アンカーの下穴穿孔作業に最適なドリルです。<br>刃先を「4エッジ」にしたことで、鉄筋への引っかかりを減少させ作業者の負担を軽減するとともにスムーズな穿孔が可能になりました。<br>「刃先ポケット」の採用により、孔内に溜まった切り粉を効率よく排出でき、穿孔作業を向上させました。<br><br>【用途】<br>被削材:コンクリート、モルタル、ブロック。<br><br>【仕様】<br>刃径(mm):20.5<br>有効長(mm):200<br>全長(mm):320<br>シャンク径(mm):13<br>シャンク:-<br>質量(kg):0.495<br>適合機種:ハンマードリル<br>六角軸<br>筒入<br><br>【材質／仕上】<br>刃部:超硬チップ<br><br>【注意】<br>鉄筋に当たる穿孔はチップ欠けの原因となりますので避けてください。<br><br>【メーカー名】<br>サンコーテクノ（株）<br><br>【原産国】JP<br><br>,サンコーテクノ アンカードリル ADX2&minus;HEX 全長320タイプ ADX2-20.5HEX ADX220.5HEX ADX2&mdash;20.5HEX 【最安値挑戦 激安 通販 おすすめ 人気 価格 安い】：三河機工 楽天市場店,マキタmakita日立HITACHIリュービRYOBIタジマTAJIMA日動NICHIDOボッシュBOSCHロブテックスLOBSTERインパクトドライバ電動クリーナーバリカン消臭液グラインダーサンコーテクノ アンカードリル ADX2&minus;HEX 全長320タイプ ADX2-20.5HEX ADX220.5HEX ADX2&mdash;20.5HEX 【最安値挑戦 激安 通販 おすすめ 人気 価格 安い】,サンコーテクノ アンカードリル ADX2&minus;HEX 全長320タイプ ADX2-20.5HEX ADX220.5HEX ADX2&mdash;20.5HEX 【最安値挑戦 激安 通販 おすすめ 人気 価格 安い】[rn]
18-8953,http://tshop.r10s.jp/auc-mikawa-kiko/cabinet/ob2016/1_01/t010002606790.jpg?fitin=700:700,496.8000,,花・ガーデン・DIY > DIY・工具 > その他,TRUSCO ドリルケース 13本収納 C-13,,【特長】<br>フタを開くとドリルが自動的に立ち、取り出しが大変便利です。<br>積み重ねができます。<br><br>【仕様】<br>幅(mm):106<br>奥行(mm):159<br>高さ(mm):29<br>適合径(mm):1.5、2.0、2.5、3.0、3.2、3.5、4.0、4.5、4.8、5.0、5.5、6.0、6.5<br>収納本数(本):13<br>質量(g):260<br><br>【注意】<br>ドリルによっては、刃径とシャンク径が異なるモノもございます。<br><br>【メーカー名】<br>トラスコ中山（株）<br><br>【原産国】日本<br><br>,TRUSCO ドリルケース 13本収納 C-13：三河機工 楽天市場店,マキタmakita日立HITACHIリュービRYOBIタジマTAJIMA日動NICHIDOボッシュBOSCHロブテックスLOBSTERインパクトドライバ電動クリーナーバリカン消臭液グラインダーTRUSCO ドリルケース 13本収納 C-13,TRUSCO ドリルケース 13本収納 C-13[rn]
18-8954,http://tshop.r10s.jp/auc-mikawa-kiko/cabinet/ob2016/1_04/t010006258133.jpg?fitin=700:700,237.6000,,花・ガーデン・DIY > DIY・工具 > その他,IS パック入 ハンド中タップ 4MX0.75 P-S-HT-4MX0.75-2,,【特長】<br>タングステンハンドタップです。<br>一般的なタップで、あらゆる方面で使用されています。<br>ハイスに比べ経済的です。<br><br>【用途】<br>被削材:鉄、軽金属。<br><br>【仕様】<br>先端:中<br>精度:JIS3級<br>呼び寸:M4<br>ピッチ(mm):0.75<br>ねじ長(mm):20<br>全長(mm):52<br>シャンク径(mm):5.0<br>シャンク四角部(mm):4.0<br>下穴径(mm):3.2<br>山数:-<br>加工ねじ:メートルねじ<br>ノンコーティング<br>タップ等級:JIS級<br><br>【材質／仕上】<br>合金工具鋼（SKS2）<br><br>【メーカー名】<br>（株）イシハシ精工<br><br>【原産国】日本<br><br>,IS パック入 ハンド中タップ 4MX0.75 P-S-HT-4MX0.75-2：三河機工 楽天市場店,マキタmakita日立HITACHIリュービRYOBIタジマTAJIMA日動NICHIDOボッシュBOSCHロブテックスLOBSTERインパクトドライバ電動クリーナーバリカン消臭液グラインダーIS パック入 ハンド中タップ 4MX0.75 P-S-HT-4MX0.75-2,IS パック入 ハンド中タップ 4MX0.75 P-S-HT-4MX0.75-2[rn]
18-8955,http://tshop.r10s.jp/auc-mikawa-kiko/cabinet/ob2016/1_03/t010006334557.jpg?fitin=700:700,7280.0000,,花・ガーデン・DIY > DIY・工具 > その他,サンコー アンカードリルADX2－MAXLL 全長550タイプ ADX2-28.0MAXLL,,【特長】<br>刃先およびスパイラルの設計を最適化することで、従来品と比較し穿孔スピード向上を達成しました。<br>刃先を「４エッジ」にしたことで、一般的な２エッジドリルと比較すると真円に近い穿孔ができ、アンカー挿入がスムーズにできます。<br>「刃先ポケット」と「４条溝」の採用により、孔内に溜まった切粉を効率よく排出でき、穿孔作業を向上させました。<br>刃先を「４エッジ」にしたことで、鉄筋への引っかかりを減少させ、作業者の負担を軽減すると共に、スムーズな穿孔が可能になりました。<br><br>【用途】<br>被削材:コンクリート、モルタル、ブロック。<br><br>【仕様】<br>刃径(mm):28<br>有効長(mm):400<br>全長(mm):550<br>シャンク:SDSmax<br>質量(kg):1.220<br>適合機種:ハンマードリル<br><br>【材質／仕上】<br>刃部：超鋼チップ<br>本体：合金製<br><br>【メーカー名】<br>サンコーテクノ（株）<br><br>【原産国】JP<br><br>,サンコー アンカードリルADX2&minus;MAXLL 全長550タイプ ADX2-28.0MAXLL：三河機工 楽天市場店,マキタmakita日立HITACHIリュービRYOBIタジマTAJIMA日動NICHIDOボッシュBOSCHロブテックスLOBSTERインパクトドライバ電動クリーナーバリカン消臭液グラインダーサンコー アンカードリルADX2&minus;MAXLL 全長550タイプ ADX2-28.0MAXLL,サンコー アンカードリルADX2&minus;MAXLL 全長550タイプ ADX2-28.0MAXLL[rn]
18-8956,http://tshop.r10s.jp/auc-mikawa-kiko/cabinet/ob2016/1_03/t010006474705.jpg?fitin=700:700,1712.0000,,花・ガーデン・DIY > DIY・工具 > その他,プロトティップ  TI スパイラルタップ JC20416-M6,,【特長】<br>ねじ深さ2×Dまでの高精度の止まりねじ加工に適しています。<br>切りくずの長い被削材700～1400N/mm[[の2乗]]および44HRCまでに適しています。<br><br>【用途】<br>止まり穴加工用。<br>被削材:チタン合金および類似の被削材。<br><br>【仕様】<br>精度:6HX<br>呼び寸:M6<br>ピッチ(mm):1.00<br>ねじ長(mm):15<br>全長(mm):62<br>シャンク径(mm):6.0<br>シャンク四角部(mm):4.5<br>下穴径(mm):5.0<br>山数:-<br>加工ねじ:メートルねじ<br>食い付山数:2～3山<br>表面処理:ノンコーティング<br><br>【材質／仕上】<br>粉末ハイス鋼（HSS-E-PM）<br><br>【メーカー名】<br>ワルタージャパン（株）<br><br>【原産国】DE<br><br>,プロトティップ  TI スパイラルタップ JC20416-M6：三河機工 楽天市場店,マキタmakita日立HITACHIリュービRYOBIタジマTAJIMA日動NICHIDOボッシュBOSCHロブテックスLOBSTERインパクトドライバ電動クリーナーバリカン消臭液グラインダープロトティップ  TI スパイラルタップ JC20416-M6,プロトティップ  TI スパイラルタップ JC20416-M6[rn]
18-8957,http://tshop.r10s.jp/auc-mikawa-kiko/cabinet/ob2016/1_04/t010005138421.jpg?fitin=700:700,792.8000,,花・ガーデン・DIY > DIY・工具 > その他,IS パック入 ハンド先タップ 3／8NF24 P-S-HT-3/8NF24-1,,【特長】<br>一般的なタップで、あらゆる方面で使用されています。<br><br>【用途】<br>被削材:中炭素鋼、アルミ合金など。<br><br>【仕様】<br>先端:先<br>精度:JIS3級<br>呼び寸:UNF3/8<br>ねじ長(mm):35<br>全長(mm):75<br>シャンク径(mm):7.0<br>シャンク四角部(mm):5.5<br>下穴径(mm):8.4<br>山数:24<br>加工ねじ:ユニファイねじ<br>表面処理:ノンコーティング<br><br>【材質／仕上】<br>合金工具鋼（SKS2）<br><br>【メーカー名】<br>（株）イシハシ精工<br><br>【原産国】JP<br><br>,IS パック入 ハンド先タップ 3／8NF24 P-S-HT-3/8NF24-1：三河機工 楽天市場店,マキタmakita日立HITACHIリュービRYOBIタジマTAJIMA日動NICHIDOボッシュBOSCHロブテックスLOBSTERインパクトドライバ電動クリーナーバリカン消臭液グラインダーIS パック入 ハンド先タップ 3／8NF24 P-S-HT-3/8NF24-1,IS パック入 ハンド先タップ 3／8NF24 P-S-HT-3/8NF24-1[rn]
18-8958,http://tshop.r10s.jp/auc-mikawa-kiko/cabinet/ob2017/2017_1/t010006758436.jpg?fitin=700:700,2372.0000,,花・ガーデン・DIY > DIY・工具 > その他,バーコ スペリオアホールソー 48mm 3833-48-C 383348C 【最安値挑戦 激安 通販 おすすめ 人気 価格 安い おしゃれ 16200円以上 送料無料】,穴あけ工具 ホールソー,【メーカー名】<br>スナップオン・ツールズ（株）<br><br>【特長】<br>黒いコーティングは摩擦に強いバーコ独自のコーティングです。<br>切粉が抜けやすい大きなガレットです。<br><br>【用途】<br>ウッド(パイン、MDFなど)、レンガ、軽量コンクリート、石膏ボード、ハードプラスチック(PVC)などに。<br><br>【仕様】<br>刃径(mm):48<br>ふところ深さ(mm):72<br>刃厚(mm):1<br>ねじ径:UNF5/8Ｘ18<br><br>【材質／仕上】<br>刃部:超硬<br><br>,バーコ スペリオアホールソー 48mm 3833-48-C 383348C 【最安値挑戦 激安 通販 おすすめ 人気 価格 安い おしゃれ 16200円以上 送料無料】：三河機工 楽天市場店,マキタmakita日立HITACHIリュービRYOBIタジマTAJIMA日動NICHIDOボッシュBOSCHロブテックスLOBSTERインパクトドライバ電動クリーナーバリカン消臭液グラインダーバーコ スペリオアホールソー 48mm 3833-48-C 383348C 【最安値挑戦 激安 通販 おすすめ 人気 価格 安い おしゃれ 16200円以上 送料無料】,穴あけ工具 ホールソー。バーコ スペリオアホールソー 48mm 3833-48-C 383348C 【最安値挑戦 激安 通販 おすすめ 人気 価格 安い おしゃれ 16200円以上 送料無料】[rn]
18-8959,http://tshop.r10s.jp/auc-mikawa-kiko/cabinet/ob2016/1_03/t010005683528.jpg?fitin=700:700,704.0000,,花・ガーデン・DIY > DIY・工具 > その他,ユニカ 充電ドライバービットドリル 7.2×115mm RJ7.2X115,,【特長】<br>シャンクから刃先まで一体形状のため、刃先のブレやビビリがなく、適確な穿孔が可能です。<br><br>【用途】<br>被削材:ブロック、モルタル、レンガ、石こうボードなど。<br><br>【仕様】<br>刃径(mm):7.2<br>有効長(mm):65<br>全長(mm):115<br>シャンク径(mm):6.35<br>シャンク:-<br>質量(g):31<br>適合機種:充電インパクトドライバー、電気ドリル（400W以下）（振動ドリルでは使用できません。）<br><br>【材質／仕上】<br>刃部:超硬チップ<br><br>【メーカー名】<br>ユニカ（株）<br><br>【原産国】ベトナム<br><br>,ユニカ 充電ドライバービットドリル 7.2&times;115mm RJ7.2X115：三河機工 楽天市場店,マキタmakita日立HITACHIリュービRYOBIタジマTAJIMA日動NICHIDOボッシュBOSCHロブテックスLOBSTERインパクトドライバ電動クリーナーバリカン消臭液グラインダーユニカ 充電ドライバービットドリル 7.2&times;115mm RJ7.2X115,ユニカ 充電ドライバービットドリル 7.2&times;115mm RJ7.2X115[rn]
18-8960,http://tshop.r10s.jp/auc-mikawa-kiko/cabinet/ob2016/1_03/t010006474910.jpg?fitin=700:700,2143.2000,,花・ガーデン・DIY > DIY・工具 > その他,プロトティップ  TINI ポイントタップ JC202661-M12,,【特長】<br>ねじ深さ2×Dまでの高精度の通りねじ加工に適しています。<br>切りくずの長い被削材700～1400N/mm[[の2乗]]および44HRCまでに適しています。<br><br>【用途】<br>通り穴加工用。<br>被削材:チタン、ニッケル合金および類似の被削材。<br><br>【仕様】<br>精度:6HX<br>呼び寸:M12<br>ピッチ(mm):1.75<br>ねじ長(mm):23<br>全長(mm):82<br>シャンク径(mm):8.5<br>シャンク四角部(mm):6.5<br>下穴径(mm):10.2<br>山数:-<br>加工ねじ:メートルねじ<br>食い付山数:3.5～5山<br>表面処理:ノンコーティング<br><br>【材質／仕上】<br>粉末ハイス鋼（HSS-E-PM）<br><br>【メーカー名】<br>ワルタージャパン（株）<br><br>【原産国】DE<br><br>,プロトティップ  TINI ポイントタップ JC202661-M12：三河機工 楽天市場店,マキタmakita日立HITACHIリュービRYOBIタジマTAJIMA日動NICHIDOボッシュBOSCHロブテックスLOBSTERインパクトドライバ電動クリーナーバリカン消臭液グラインダープロトティップ  TINI ポイントタップ JC202661-M12,プロトティップ  TINI ポイントタップ JC202661-M12[rn]
18-8961,http://tshop.r10s.jp/auc-mikawa-kiko/cabinet/ob2016/1_00/t010005807053.jpg?fitin=700:700,64.8000,,花・ガーデン・DIY > DIY・工具 > その他,MAKINO APシリーズエンドミルケース 12mm径 90mm APO-0412S,,【特長】<br>シャンク固定式の１本入ケースです。<br>フタは透明のため、開けずに収納品を確認できます。<br><br>【用途】<br>工具やパーツの整理・管理用として。<br><br>【仕様】<br>幅(mm):23.8<br>対応長(mm):90<br>奥行(mm):18.3<br>高さ(mm):94.2<br>対応径(mm):12<br>本体、フタセット<br>本体カラーは赤、フタは透明。<br><br>【材質／仕上】<br>本体：ポリプロピレン(PP)<br>フタ：ポリプロピレン(PP)<br><br>【メーカー名】<br>（株）牧野工業<br><br>【原産国】日本<br><br>,MAKINO APシリーズエンドミルケース 12mm径 90mm APO-0412S：三河機工 楽天市場店,マキタmakita日立HITACHIリュービRYOBIタジマTAJIMA日動NICHIDOボッシュBOSCHロブテックスLOBSTERインパクトドライバ電動クリーナーバリカン消臭液グラインダーMAKINO APシリーズエンドミルケース 12mm径 90mm APO-0412S,MAKINO APシリーズエンドミルケース 12mm径 90mm APO-0412S[rn]
18-8962,http://tshop.r10s.jp/auc-mikawa-kiko/cabinet/ob2016/4_10/t010005020997.jpg?fitin=700:700,39684.0000,,花・ガーデン・DIY > DIY・工具 > その他,三鈴 ハラックス 樹脂ローラコンベヤMR38型 径38X2.6T MRN38-300730,【条件付き送料無料】,【特長】<br>新型樹脂ローラーとアルミフレームを組み合わせた耐水・耐蝕に優れたローラーコンベヤです。<br>ベアリングのボールはステンレス製、シャフトはアルミ製です。<br>ボルト・ナット・ジョイント金具・フレーム結合材はスチール製です。<br>軽くて扱いやすい樹脂ローラコンベヤを大幅に約20%コストダウンしました。(弊社MR38と比較)<br><br>【用途】<br>サニタリー性が必要な食品、薬品工場の生産工程間ダンボール箱、プラコン、オリコンなどの搬送<br>屋外での農作業用<br>製函機、梱包機、結束機の前後<br>軽トラックへの積み降ろし<br><br>【仕様】<br>ローラー径(mm):38<br>肉厚(mm):2.6<br>ローラー幅(W)(mm):300<br>ピッチ(mm):75<br>機長(mm):3000<br>ローラー耐荷重(kg/本):10<br><br>【材質／仕上】<br>フレーム:構造用アルミニウム合金<br>ローラー:ABS樹脂<br>ベアリングのボール:ステンレス（SUS316)<br>シャフト:構造用アルミニウム合金<br>ボルト・連結金具:スチール<br><br>【注意】<br>呼称ピッチと実際寸法には誤差があります。<br><br>【メーカー名】<br>三鈴工機（株）<br><br>【原産国】日本<br><br>,三鈴 ハラックス 樹脂ローラコンベヤMR38型 径38X2.6T MRN38-300730：三河機工 楽天市場店,マキタmakita日立HITACHIリュービRYOBIタジマTAJIMA日動NICHIDOボッシュBOSCHロブテックスLOBSTERインパクトドライバ電動クリーナーバリカン消臭液グラインダー三鈴 ハラックス 樹脂ローラコンベヤMR38型 径38X2.6T MRN38-300730,【条件付き送料無料】。三鈴 ハラックス 樹脂ローラコンベヤMR38型 径38X2.6T MRN38-300730[rn]
18-8963,http://tshop.r10s.jp/auc-mikawa-kiko/cabinet/ob2016/4_10/t010005020997.jpg?fitin=700:700,23596.0000,,花・ガーデン・DIY > DIY・工具 > その他,三鈴 ハラックス 樹脂ローラコンベヤMR38型 径38X2.6T MRN38-301020,【条件付き送料無料】,【特長】<br>新型樹脂ローラーとアルミフレームを組み合わせた耐水・耐蝕に優れたローラーコンベヤです。<br>ベアリングのボールはステンレス製、シャフトはアルミ製です。<br>ボルト・ナット・ジョイント金具・フレーム結合材はスチール製です。<br>軽くて扱いやすい樹脂ローラコンベヤを大幅に約20%コストダウンしました。(弊社MR38と比較)<br><br>【用途】<br>サニタリー性が必要な食品、薬品工場の生産工程間ダンボール箱、プラコン、オリコンなどの搬送<br>屋外での農作業用<br>製函機、梱包機、結束機の前後<br>軽トラックへの積み降ろし<br><br>【仕様】<br>ローラー径(mm):38<br>肉厚(mm):2.6<br>ローラー幅(W)(mm):300<br>ピッチ(mm):100<br>機長(mm):2000<br>ローラー耐荷重(kg/本):10<br><br>【材質／仕上】<br>フレーム:構造用アルミニウム合金<br>ローラー:ABS樹脂<br>ベアリングのボール:ステンレス（SUS316)<br>シャフト:構造用アルミニウム合金<br>ボルト・連結金具:スチール<br><br>【注意】<br>呼称ピッチと実際寸法には誤差があります。<br><br>【メーカー名】<br>三鈴工機（株）<br><br>【原産国】日本<br><br>,三鈴 ハラックス 樹脂ローラコンベヤMR38型 径38X2.6T MRN38-301020：三河機工 楽天市場店,マキタmakita日立HITACHIリュービRYOBIタジマTAJIMA日動NICHIDOボッシュBOSCHロブテックスLOBSTERインパクトドライバ電動クリーナーバリカン消臭液グラインダー三鈴 ハラックス 樹脂ローラコンベヤMR38型 径38X2.6T MRN38-301020,【条件付き送料無料】。三鈴 ハラックス 樹脂ローラコンベヤMR38型 径38X2.6T MRN38-301020[rn]
