30-10601,http://tshop.r10s.jp/kougubako/cabinet/orange2017/trs05/trs2282780.jpg?fitin=700:700,2378.4000,,花・ガーデン・DIY > DIY・工具 > その他,ＴＲＵＳＣＯ　遮光ガラス　＃１１　２０枚入　GC,【業務用】 オレンジブック2017掲載,<b>メーカー／トラスコ中山（株）</b><br><br>【特長】<br>●コスト重視の低価格タイプです。●傷に強いです。●遮光度の番手が大きいほど濃くなります。<br><br>【用途】<br>●アーク溶接に。<br><br>【仕様】<br>●縦(mm):50●横(mm):105●遮光度:＃11●摘要:箱入●適合機種:HS、TPW-T、TPW-K、TWHMなど●厚み:3.0mm<br><br>【材質／仕上】<br>●ガラス<br><br>【質量】　752G<br><br>【原産国】　ドイツ<br><br>【2017　オレンジブック掲載】　4 1994　ページ■商品コード：trs2282780　●縦(mm):50●横(mm):105●遮光度:＃11●摘要:箱入●適合機種:HS、TPW-T、TPW-K、TWHMなど●厚み:3.0mm,ＴＲＵＳＣＯ　遮光ガラス　＃１１　２０枚入　GC：工具箱　楽天市場店,ＴＲＵＳＣＯ　遮光ガラス　＃１１　２０枚入　GC,【業務用】 オレンジブック2017掲載。ＴＲＵＳＣＯ　遮光ガラス　＃１１　２０枚入　GC[rn]
30-10644,http://tshop.r10s.jp/kougubako/cabinet/orange2017/trs48/trs8199951.jpg?fitin=700:700,248400.0000,,花・ガーデン・DIY > DIY・工具 > その他,マイト　エアープラズマ切断機　MP40CF　【代引き不可・配送時間指定不可】,【業務用】 オレンジブック2017掲載,<b>メーカー／マイト工業（株）</b><br><br>【特長】<br>●小型･軽量で持ち運びラクラクです。●小型ながらも高い切断能力があります。●トーチ異常回路搭載です。●バックストライキング機構を採用しています。<br><br>【用途】<br>●鉄・ステンレス・アルミニウム・銅などの切断に。<br><br>【仕様】<br>●幅(mm):220●奥行(mm):490●高さ(mm):410●定格入力(kVA):7.6●使用率(%):40●入力電圧(V):単相200●電圧(V):単相 200/100●電流範囲(A):20～40<br><br>【セット内容／付属品】<br>●トーチ8m(Oリング･電極･ディストリビューター･チップ1.1mm･シールドカップ･ガイドリング)●アースケーブル5m●ショルダーベルト●電極(3個)●チップ0.9mm(3個)●チップ1.1mm<br><br><font color=red>【注意】<br>●入力100Vでご使用の際は31A以上の入力容量が必要です。</font><br><br>【質量】　18KG<br><br>【原産国】　中国<br><br>【2017　オレンジブック掲載】　4 1939　ページ≪メーカー直送品≫■商品コード：trs8199951　●幅(mm):220●奥行(mm):490●高さ(mm):410●定格入力(kVA):7.6●使用率(%):40●入力電圧(V):単相200●電圧(V):単相 200/100●電流範囲(A):20～40,マイト　エアープラズマ切断機　MP40CF　【代引き不可・配送時間指定不可】：工具箱　楽天市場店,マイト　エアープラズマ切断機　MP40CF　【代引き不可・配送時間指定不可】,【業務用】 オレンジブック2017掲載。マイト　エアープラズマ切断機　MP40CF　【代引き不可・配送時間指定不可】[rn]
30-10645,http://tshop.r10s.jp/kougubako/cabinet/default/orangebook.jpg?fitin=700:700,4322.4000,,花・ガーデン・DIY > DIY・工具 > その他,ダイヘン　プラズマ切断用Ｓチップ　５０Ａ　H669G06　10個,【業務用】 オレンジブック2017掲載,<b>メーカー／ダイヘン溶接メカトロシステム（株）</b><br><br>【特長】<br>●ダイヘン純正部品です。<br><br>【仕様】<br>●最大適用電流(A):50まで●適合機種:M-5500、M-5500C2、A-70<br><br>【質量】　1G<br><br>【原産国】　タイ<br><br>【2017　オレンジブック掲載】　4 1940　ページ■商品コード：trs3060136　●最大適用電流(A):50まで●適合機種:M-5500、M-5500C2、A-70,ダイヘン　プラズマ切断用Ｓチップ　５０Ａ　H669G06　10個：工具箱　楽天市場店,ダイヘン　プラズマ切断用Ｓチップ　５０Ａ　H669G06　10個,【業務用】 オレンジブック2017掲載。ダイヘン　プラズマ切断用Ｓチップ　５０Ａ　H669G06　10個[rn]
30-10646,http://tshop.r10s.jp/kougubako/cabinet/orange2017/trs10/trs3060179.jpg?fitin=700:700,4272.8000,,花・ガーデン・DIY > DIY・工具 > その他,ダイヘン　プラズマ切断用電極　１５～３５Ａ　H705F05　10個,【業務用】 オレンジブック2017掲載,<b>メーカー／ダイヘン溶接メカトロシステム（株）</b><br><br>【特長】<br>●ダイヘン純正部品です。<br><br>【仕様】<br>●適合切断チップ:H1002F01、H705F04<br><br>【質量】　1G<br><br>【原産国】　タイ<br><br>【2017　オレンジブック掲載】　4 1940　ページ■商品コード：trs3060179　●適合切断チップ:H1002F01、H705F04,ダイヘン　プラズマ切断用電極　１５～３５Ａ　H705F05　10個：工具箱　楽天市場店,ダイヘン　プラズマ切断用電極　１５～３５Ａ　H705F05　10個,【業務用】 オレンジブック2017掲載。ダイヘン　プラズマ切断用電極　１５～３５Ａ　H705F05　10個[rn]
30-10647,http://tshop.r10s.jp/kougubako/cabinet/orange2017/trs07/trs2815168.jpg?fitin=700:700,349964.0000,,花・ガーデン・DIY > DIY・工具 > その他,ダイヘン　インバータエアープラズマＭ－３５００　M3500,【業務用】 オレンジブック2017掲載,<b>メーカー／ダイヘン溶接メカトロシステム（株）</b><br><br>【特長】<br>●ハイパワーで、ポータブル化を実現しました。●最大切断板厚12mmのパワフル機です。●エアレギュレーター内蔵の省スペース設計です。●コンプレッサー別売です。<br><br>【用途】<br>●あらゆる金属薄板切断に。<br><br>【仕様】<br>●幅(mm):200●奥行(mm):350●高さ(mm):250●定格入力(kVA):6.6（5.4）●使用率(%):60●電流範囲(A):10～35（10～25）●電圧(V):三相（単相）200/220●幅200×奥行350×高さ250mm●薄板用<br><br>【セット内容／付属品】<br>●入力ケーブル3m●アースクリップ付ケーブル●トーチケーブル10m<br><br>【質量】　12<br><br>【原産国】　日本<br><br>【2017　オレンジブック掲載】　4 1940　ページ≪メーカー在庫品≫■商品コード：trs2815168　●幅(mm):200●奥行(mm):350●高さ(mm):250●定格入力(kVA):6.6（5.4）●使用率(%):60●電流範囲(A):10～35（10～25）●電圧(V):三相（単相）200/220●幅200×奥行350×高さ250mm●薄板用,ダイヘン　インバータエアープラズマＭ&minus;３５００　M3500：工具箱　楽天市場店,ダイヘン　インバータエアープラズマＭ&minus;３５００　M3500,【業務用】 オレンジブック2017掲載。ダイヘン　インバータエアープラズマＭ&minus;３５００　M3500[rn]
30-10648,http://tshop.r10s.jp/kougubako/cabinet/orange2017/trs10/trs3060101.jpg?fitin=700:700,4322.4000,,花・ガーデン・DIY > DIY・工具 > その他,ダイヘン　プラズマ切断用チップ　１５Ａ　H1002F01　10個,【業務用】 オレンジブック2017掲載,<b>メーカー／ダイヘン溶接メカトロシステム（株）</b><br><br>【特長】<br>●ダイヘン純正部品です。<br><br>【仕様】<br>●最大適用電流(A):15まで●適合機種:M-1500C<br><br>【質量】　1G<br><br>【原産国】　タイ<br><br>【2017　オレンジブック掲載】　4 1940　ページ■商品コード：trs3060101　●最大適用電流(A):15まで●適合機種:M-1500C,ダイヘン　プラズマ切断用チップ　１５Ａ　H1002F01　10個：工具箱　楽天市場店,ダイヘン　プラズマ切断用チップ　１５Ａ　H1002F01　10個,【業務用】 オレンジブック2017掲載。ダイヘン　プラズマ切断用チップ　１５Ａ　H1002F01　10個[rn]
30-10649,http://tshop.r10s.jp/kougubako/cabinet/default/orangebook.jpg?fitin=700:700,7402.4000,,花・ガーデン・DIY > DIY・工具 > その他,ダイヘン　プラズマ切断用カップ　５０～７０Ａ　H669G04　5個,【業務用】 オレンジブック2017掲載,<b>メーカー／ダイヘン溶接メカトロシステム（株）</b><br><br>【特長】<br>●ダイヘン純正部品です。<br><br>【仕様】<br>●適合切断チップ:H669G06、H669G05<br><br>【質量】　25G<br><br>【原産国】　日本<br><br>【2017　オレンジブック掲載】　4 1940　ページ■商品コード：trs3060110　●適合切断チップ:H669G06、H669G05,ダイヘン　プラズマ切断用カップ　５０～７０Ａ　H669G04　5個：工具箱　楽天市場店,ダイヘン　プラズマ切断用カップ　５０～７０Ａ　H669G04　5個,【業務用】 オレンジブック2017掲載。ダイヘン　プラズマ切断用カップ　５０～７０Ａ　H669G04　5個[rn]
30-10650,http://tshop.r10s.jp/kougubako/cabinet/orange2017/trs10/trs3025713.jpg?fitin=700:700,330163.2000,,花・ガーデン・DIY > DIY・工具 > その他,ダイヘン　エアープラズマ切断機　Ｍ－１５００Ｃ　M1500C,【業務用】 オレンジブック2017掲載,<b>メーカー／ダイヘン溶接メカトロシステム（株）</b><br><br>【特長】<br>●家庭用100V電源で使えます。●最大切断能力は、鉄・ステンレスで6mmです。（3mm厚まで良好切断可）<br><br>【用途】<br>●あらゆる金属薄板切断に。<br><br>【仕様】<br>●幅(mm):200●奥行(mm):375●高さ(mm):260●定格入力(kVA):1.5●使用率(%):50●電流範囲(A):15●電圧(V):単相100●幅200×奥行375×高さ260mm<br><br>【セット内容／付属品】<br>●入力ケーブル3m●アースクリップ付ケーブル●トーチケーブル10m<br><br>【質量】　12<br><br>【原産国】　中国<br><br>【2017　オレンジブック掲載】　4 1940　ページ≪メーカー在庫品≫■商品コード：trs3025713　●幅(mm):200●奥行(mm):375●高さ(mm):260●定格入力(kVA):1.5●使用率(%):50●電流範囲(A):15●電圧(V):単相100●幅200×奥行375×高さ260mm,ダイヘン　エアープラズマ切断機　Ｍ&minus;１５００Ｃ　M1500C：工具箱　楽天市場店,ダイヘン　エアープラズマ切断機　Ｍ&minus;１５００Ｃ　M1500C,【業務用】 オレンジブック2017掲載。ダイヘン　エアープラズマ切断機　Ｍ&minus;１５００Ｃ　M1500C[rn]
30-10651,http://tshop.r10s.jp/kougubako/cabinet/orange2017/trs07/trs2815176.jpg?fitin=700:700,421226.4000,,花・ガーデン・DIY > DIY・工具 > その他,ダイヘン　インバータエアープラズマ切断機　Ｍ－３５００Ｃ　M3500C2　　【代引き不可・配送時間指定不可】,【業務用】 オレンジブック2017掲載,<b>メーカー／ダイヘン溶接メカトロシステム（株）</b><br><br>【特長】<br>●ハイパワーで、ポータブル化を実現しました。●本体質量23kgの軽量タイプです。●200V、三相/単相兼用タイプです。ヒューズ容量30Aで使用OKです。●切り替えスイッチで外部エアも使用可能です。<br><br>【用途】<br>●あらゆる金属薄板切断に。<br><br>【仕様】<br>●幅(mm):210●奥行(mm):385●高さ(mm):395●定格入力(kVA):6.9（5.8）●使用率(%):40●電流範囲(A):10～35（10～25）●電圧(V):三相（単相）200●幅210×奥行385×高さ395mm<br><br>【セット内容／付属品】<br>●入力ケーブル3m●アースクリップ付ケーブル●トーチケーブル10m<br><br>【質量】　23<br><br>【原産国】　日本<br><br>【2017　オレンジブック掲載】　4 1940　ページ≪メーカー直送品≫■商品コード：trs2815176　●幅(mm):210●奥行(mm):385●高さ(mm):395●定格入力(kVA):6.9（5.8）●使用率(%):40●電流範囲(A):10～35（10～25）●電圧(V):三相（単相）200●幅210×奥行385×高さ395mm,ダイヘン　インバータエアープラズマ切断機　Ｍ&minus;３５００Ｃ　M3500C2　　【代引き不可・配送時間指定不可】：工具箱　楽天市場店,ダイヘン　インバータエアープラズマ切断機　Ｍ&minus;３５００Ｃ　M3500C2　　【代引き不可・配送時間指定不可】,【業務用】 オレンジブック2017掲載。ダイヘン　インバータエアープラズマ切断機　Ｍ&minus;３５００Ｃ　M3500C2　　【代引き不可・配送時間指定不可】[rn]
30-10652,http://tshop.r10s.jp/kougubako/cabinet/orange2017/trs36/trs4903692.jpg?fitin=700:700,13512.8000,,花・ガーデン・DIY > DIY・工具 > その他,佐々木化学　ステンレス溶接焼け除去剤エスピュア　ＳＪジェル　１ｋｇ　SJJEL1000G,【業務用】 オレンジブック2017掲載,<b>メーカー／佐々木化学薬品（株）</b><br><br>【特長】<br>●ジェルタイプの焼け取り剤です。●塗って拭くだけで、溶接焼けを取ることができます。●垂直面にも使用できます。●毒物・劇物に該当しません。<br><br>【用途】<br>●ステンレス溶接焼け取りに。<br><br>【仕様】<br>●酸性高粘度ジェル●水溶性●常温使用<br><br>【材質／仕上】<br>●塩化水素（５％）●有機酸●ゲル化剤<br><br>【質量】　1KG<br><br>【原産国】　日本<br><br>【2017　オレンジブック掲載】　4 1953　ページ≪メーカー在庫品≫■商品コード：trs4903692　●酸性高粘度ジェル●水溶性●常温使用,佐々木化学　ステンレス溶接焼け除去剤エスピュア　ＳＪジェル　１ｋｇ　SJJEL1000G：工具箱　楽天市場店,佐々木化学　ステンレス溶接焼け除去剤エスピュア　ＳＪジェル　１ｋｇ　SJJEL1000G,【業務用】 オレンジブック2017掲載。佐々木化学　ステンレス溶接焼け除去剤エスピュア　ＳＪジェル　１ｋｇ　SJJEL1000G[rn]
30-10653,http://tshop.r10s.jp/kougubako/cabinet/orange2017/trs07/trs2816326.jpg?fitin=700:700,7303.2000,,花・ガーデン・DIY > DIY・工具 > その他,ケミカル山本　ピカ素ＮＥＯ＃２００１Ｌ　YDN2001,【業務用】 オレンジブック2017掲載,<b>メーカー／（株）ケミカル山本</b><br><br>【特長】<br>●有害物を含まない中性電解液だから廃液処理が容易な環境に優しい普及品です。<br><br>【用途】<br>●ステンレス電解焼け取り用。<br><br>【仕様】<br>●色:橙色●容量(L):1●用途:強力タイプ●適用焼け取り:◎●適用不動態化:◎●六価クロム撲滅対策:◎●HL材鏡面材へ好適:-●水拭き仕上げ可能:◎●中和処理不用:◎<br><br>【質量】　1.18KG<br><br>【原産国】　日本<br><br>【2017　オレンジブック掲載】　4 1953　ページ≪メーカー在庫品≫■商品コード：trs2816326　●色:橙色●容量(L):1●用途:強力タイプ●適用焼け取り:◎●適用不動態化:◎●六価クロム撲滅対策:◎●HL材鏡面材へ好適:-●水拭き仕上げ可能:◎●中和処理不用:◎,ケミカル山本　ピカ素ＮＥＯ＃２００１Ｌ　YDN2001：工具箱　楽天市場店,ケミカル山本　ピカ素ＮＥＯ＃２００１Ｌ　YDN2001,【業務用】 オレンジブック2017掲載。ケミカル山本　ピカ素ＮＥＯ＃２００１Ｌ　YDN2001[rn]
30-10654,http://tshop.r10s.jp/kougubako/cabinet/orange2017/trs07/trs2816369.jpg?fitin=700:700,5912.0000,,花・ガーデン・DIY > DIY・工具 > その他,ケミカル山本　ピカ素＃ＳＵＳ３００Ｗ１　YTS300W1,【業務用】 オレンジブック2017掲載,<b>メーカー／（株）ケミカル山本</b><br><br>【特長】<br>●有害物は一切含まず、有毒ガスも発生しません。●鏡面仕様の製品にも適用できます。<br><br>【用途】<br>●溶接ヒュームやもらいサビ、指紋汚れなどを手軽に洗浄して、出荷前のお化粧用に。●ステンレス製各種屋根、ケミカルタンカー、モニュメントの汚れ取りに。●あらゆるステンレス製品のお手入れに。<br><br>【仕様】<br>●色:緑●形状:ペースト状●タイプ:もらいサビ・汚れ取り強力型●容量:1L<br><br>【質量】　1.28KG<br><br>【原産国】　日本<br><br>【2017　オレンジブック掲載】　4 1953　ページ≪メーカー在庫品≫■商品コード：trs2816369　●色:緑●形状:ペースト状●タイプ:もらいサビ・汚れ取り強力型●容量:1L,ケミカル山本　ピカ素＃ＳＵＳ３００Ｗ１　YTS300W1：工具箱　楽天市場店,ケミカル山本　ピカ素＃ＳＵＳ３００Ｗ１　YTS300W1,【業務用】 オレンジブック2017掲載。ケミカル山本　ピカ素＃ＳＵＳ３００Ｗ１　YTS300W1[rn]
30-10655,http://tshop.r10s.jp/kougubako/cabinet/orange2017/trs33/trs4703464.jpg?fitin=700:700,150997.6000,,花・ガーデン・DIY > DIY・工具 > その他,スイデン　溶接機用循環水冷機（ラジエター）　SWR4411　　【代引き不可・配送時間指定不可】,【業務用】 オレンジブック2017掲載,<b>メーカー／（株）スイデン</b><br><br>【特長】<br>●循環式なので水道につなぐ必要がありません。<br><br>【用途】<br>●スポット溶接機など（55kVA以下）の冷却装置として。<br><br>【仕様】<br>●幅(mm):497●冷却水循環量(L/分)(50/60Hz):9/19●実効タンク容量(L):15●奥行(mm):427●高さ(mm):888●消費電力(kW)(50/60Hz):0.43/0.58●運転電流(A)(50/60Hz):2.4/2.8●電源(V):単相200●電源コード:VCT3芯1.25m[[平米]]×5m(プラグなし)<br><br>【材質／仕上】<br>●ボディ：スチール●タンク：ステンレス（ＳＵＳ３０４）<br><br>【質量】　54KG<br><br>【原産国】　日本<br><br>【2017　オレンジブック掲載】　4 1951　ページ≪メーカー直送品≫■商品コード：trs4703464　●幅(mm):497●冷却水循環量(L/分)(50/60Hz):9/19●実効タンク容量(L):15●奥行(mm):427●高さ(mm):888●消費電力(kW)(50/60Hz):0.43/0.58●運転電流(A)(50/60Hz):2.4/2.8●電源(V):単相200●電源コード:VCT3芯1.25m[[平米]]×5m(プラグなし),スイデン　溶接機用循環水冷機（ラジエター）　SWR4411　　【代引き不可・配送時間指定不可】：工具箱　楽天市場店,スイデン　溶接機用循環水冷機（ラジエター）　SWR4411　　【代引き不可・配送時間指定不可】,【業務用】 オレンジブック2017掲載。スイデン　溶接機用循環水冷機（ラジエター）　SWR4411　　【代引き不可・配送時間指定不可】[rn]
30-10656,http://tshop.r10s.jp/kougubako/cabinet/orange2017/trs48/trs8199949.jpg?fitin=700:700,285660.0000,,花・ガーデン・DIY > DIY・工具 > その他,マイト　スケーラー　溶接ヤケ取り器　MS2100　【代引き不可・配送時間指定不可】,【業務用】 オレンジブック2017掲載,<b>メーカー／マイト工業（株）</b><br><br>【特長】<br>●刷毛とクロスを切替えて使用可能です。●新制御方式採用し、ショート痕が激減しました。●中性電解液での処理能力･スピード、弱酸性電解液での処理スピードがUPしました。●ヘアラインや鏡面処理での白ボケが軽減されました。●刷毛の寿命が大幅UPしました。●スパークの発生、電解液の飛び散りが激減しました。<br><br>【仕様】<br>●幅(mm):268●奥行(mm):384●高さ(mm):225●入力電圧(V):単相100V/単相200V●出力電流(A):40●処理機能焼け取り:◎●処理機能研磨:◎●処理機能研磨:◎●処理機能焼き取り:◎●処理機能焼け取り:◎●研磨/焼け取り切替機能●オートリセット回路●電極クリーナー機能●チタンの焼け取り●単相100V/単相200V兼用<br><br>【セット内容／付属品】<br>●中性電解液SUS-HS(500ml)●刷毛(ブラシ)1型2本●刷毛(ブラシ)2型2本●M6延長シャフト●刷毛束ねチューブ●強力中性電解液SUS-400(500ml)●弱酸性電解液SUS-N(500ml)●中性電解液SUS-200(500ml)●スプレー中和剤●電解液容器●ムクステッシャー●ステッシャーNo.3●M5変換アダプター●Oリング(2個)●リングクロス(小/20枚)●スーパークロス30cm●スーパーフェルト(5枚)<br><br>【質量】　8.6KG<br><br>【原産国】　日本<br><br>【2017　オレンジブック掲載】　4 1951　ページ≪メーカー直送品≫■商品コード：trs8199949　●幅(mm):268●奥行(mm):384●高さ(mm):225●入力電圧(V):単相100V/単相200V●出力電流(A):40●処理機能焼け取り:◎●処理機能研磨:◎●処理機能研磨:◎●処理機能焼き取り:◎●処理機能焼け取り:◎●研磨/焼け取り切替機能●オートリセット回路●電極クリーナー機能●チタンの焼け取り●単相100V/単相200V兼用,マイト　スケーラー　溶接ヤケ取り器　MS2100　【代引き不可・配送時間指定不可】：工具箱　楽天市場店,マイト　スケーラー　溶接ヤケ取り器　MS2100　【代引き不可・配送時間指定不可】,【業務用】 オレンジブック2017掲載。マイト　スケーラー　溶接ヤケ取り器　MS2100　【代引き不可・配送時間指定不可】[rn]
30-10657,http://tshop.r10s.jp/kougubako/cabinet/orange2017/trs07/trs2816334.jpg?fitin=700:700,21560.8000,,花・ガーデン・DIY > DIY・工具 > その他,ケミカル山本　ピカ素ＮＥＯ＃２００４Ｌ　YDN2004,【業務用】 オレンジブック2017掲載,<b>メーカー／（株）ケミカル山本</b><br><br>【特長】<br>●有害物を含まない中性電解液だから廃液処理が容易な環境に優しい普及品です。<br><br>【用途】<br>●ステンレス電解焼け取り用。<br><br>【仕様】<br>●色:橙色●容量(L):4●用途:強力タイプ●適用焼け取り:◎●適用不動態化:◎●六価クロム撲滅対策:◎●HL材鏡面材へ好適:-●水拭き仕上げ可能:◎●中和処理不用:◎<br><br>【質量】　4.7KG<br><br>【原産国】　日本<br><br>【2017　オレンジブック掲載】　4 1953　ページ≪メーカー在庫品≫■商品コード：trs2816334　●色:橙色●容量(L):4●用途:強力タイプ●適用焼け取り:◎●適用不動態化:◎●六価クロム撲滅対策:◎●HL材鏡面材へ好適:-●水拭き仕上げ可能:◎●中和処理不用:◎,ケミカル山本　ピカ素ＮＥＯ＃２００４Ｌ　YDN2004：工具箱　楽天市場店,ケミカル山本　ピカ素ＮＥＯ＃２００４Ｌ　YDN2004,【業務用】 オレンジブック2017掲載。ケミカル山本　ピカ素ＮＥＯ＃２００４Ｌ　YDN2004[rn]
30-10658,http://tshop.r10s.jp/kougubako/cabinet/orange2017/trs29/trs4525221.jpg?fitin=700:700,158976.0000,,花・ガーデン・DIY > DIY・工具 > その他,マイト　スケーラー　溶接ヤケ取り器　MS150,【業務用】 オレンジブック2017掲載,<b>メーカー／マイト工業（株）</b><br><br>【特長】<br>●刷毛とクロスを切替えて使用可能です。●刷毛スタンダードタイプ●従来方式にも対応できるようクロス･刷毛セット標準装備<br><br>【用途】<br>●薄板板金作業に。<br><br>【仕様】<br>●幅(mm):180●奥行(mm):360●高さ(mm):220●入力電圧(V):単相100V/10A●出力電流(A):30●処理機能焼け取り:◎●処理機能研磨:◎●研磨/焼け取り切替機能●オートリセット回路<br><br>【セット内容／付属品】<br>●電解液SUS-HC(500ml)●刷毛1型(5本)●M6延長シャフト●刷毛用チューブ●弱酸性電解液 SUS-N(500ml)●AC用中性電解液 SUS-200(500ml)●スプレー中和剤(500ml)●電解液容器●No.3ステッシャー●ムクステッシャー●M5変換アダプター●Oリング(2個)●リングクロス(小20枚)●スーパーフェルト(5枚)●スーパークロス(30cm)<br><br>【質量】　8.2<br><br>【原産国】　日本<br><br>【2017　オレンジブック掲載】　4 1951　ページ≪メーカー在庫品≫■商品コード：trs4525221　●幅(mm):180●奥行(mm):360●高さ(mm):220●入力電圧(V):単相100V/10A●出力電流(A):30●処理機能焼け取り:◎●処理機能研磨:◎●研磨/焼け取り切替機能●オートリセット回路,マイト　スケーラー　溶接ヤケ取り器　MS150：工具箱　楽天市場店,マイト　スケーラー　溶接ヤケ取り器　MS150,【業務用】 オレンジブック2017掲載。マイト　スケーラー　溶接ヤケ取り器　MS150[rn]
30-10659,http://tshop.r10s.jp/kougubako/cabinet/orange2017/trs25/trs4231104.jpg?fitin=700:700,397440.0000,,花・ガーデン・DIY > DIY・工具 > その他,マイト　スケーラー　溶接ヤケ取り器　MS801B　　【代引き不可・配送時間指定不可】,【業務用】 オレンジブック2017掲載,<b>メーカー／マイト工業（株）</b><br><br>【特長】<br>●中性電解液での処理能力アップしました。●研磨/焼け取り切替機能搭載しています。●オートリセット回路内蔵です。●チタンの焼け取りも可能です。●入力電圧200Vでパワー最強です。●No.1の裏焼けも超高速で処理も可能です。<br><br>【用途】<br>●溶接焼け処理（主にTIG）に。●製缶・配管・橋梁など、大型構造物の処理に。●中性電解液で高い処理能力を求められているユーザー様へ。<br><br>【仕様】<br>●幅(mm):290●奥行(mm):370●高さ(mm):335●入力電圧(V):単相200V/10A●出力電流(A):35●処理機能焼け取り:◎●処理機能研磨:◎●色:-●容量(L):-●用途:-<br><br>【セット内容／付属品】<br>●電解液SUS-200（1L）●電解液SUS（N）（1L）●中和剤（スプレー）500ml●ステッシャームク●スーパークロス30cm●スーパーフェルト（5枚）●Oリング（2個）●ステッシャーNo.3●リングクロス（小20枚）●電解液小分け容器<br><br>【質量】　25<br><br>【原産国】　日本<br><br>【2017　オレンジブック掲載】　4 1951　ページ≪メーカー直送品≫■商品コード：trs4231104　●幅(mm):290●奥行(mm):370●高さ(mm):335●入力電圧(V):単相200V/10A●出力電流(A):35●処理機能焼け取り:◎●処理機能研磨:◎●色:-●容量(L):-●用途:-,マイト　スケーラー　溶接ヤケ取り器　MS801B　　【代引き不可・配送時間指定不可】：工具箱　楽天市場店,マイト　スケーラー　溶接ヤケ取り器　MS801B　　【代引き不可・配送時間指定不可】,【業務用】 オレンジブック2017掲載。マイト　スケーラー　溶接ヤケ取り器　MS801B　　【代引き不可・配送時間指定不可】[rn]
30-10660,http://tshop.r10s.jp/kougubako/cabinet/orange2017/trs13/trs3517951.jpg?fitin=700:700,18630.4000,,花・ガーデン・DIY > DIY・工具 > その他,マイト　マイトスケーラ用ガラスクロス４０ｍ　GC40M,【業務用】 オレンジブック2017掲載,<b>メーカー／マイト工業（株）</b><br><br>【特長】<br>●マイトスケーラを使用する時に必ず必要なクロスの一種であり、トーチホルダー先端に装着して電解液を浸し電解をするために使用します。●ショートを防ぐために必要な商品です。●健康に対し無害なノンアスベストタイプです。<br><br>【用途】<br>●マイトスケーラ使用時に。<br><br>【仕様】<br>●幅(mm):50●長さ(m):40<br><br>【質量】　1.6KG<br><br>【原産国】　日本<br><br>【2017　オレンジブック掲載】　4 1952　ページ■商品コード：trs3517951　●幅(mm):50●長さ(m):40,マイト　マイトスケーラ用ガラスクロス４０ｍ　GC40M：工具箱　楽天市場店,マイト　マイトスケーラ用ガラスクロス４０ｍ　GC40M,【業務用】 オレンジブック2017掲載。マイト　マイトスケーラ用ガラスクロス４０ｍ　GC40M[rn]
30-10661,http://tshop.r10s.jp/kougubako/cabinet/orange2017/trs07/trs2816377.jpg?fitin=700:700,18779.2000,,花・ガーデン・DIY > DIY・工具 > その他,ケミカル山本　ピカ素＃ＳＵＳ３００Ｗ４　YTS300W4,【業務用】 オレンジブック2017掲載,<b>メーカー／（株）ケミカル山本</b><br><br>【特長】<br>●有害物は一切含まず、有毒ガスも発生しません。●鏡面仕様の製品にも適用できます。<br><br>【用途】<br>●溶接ヒュームやもらいサビ、指紋汚れなどを手軽に洗浄して、出荷前のお化粧用に。●ステンレス製各種屋根、ケミカルタンカー、モニュメントの汚れ取りに。●あらゆるステンレス製品のお手入れに。<br><br>【仕様】<br>●色:緑●形状:ペースト状●タイプ:もらいサビ・汚れ取り強力型●容量:4L<br><br>【質量】　5.2KG<br><br>【原産国】　日本<br><br>【2017　オレンジブック掲載】　4 1953　ページ≪メーカー在庫品≫■商品コード：trs2816377　●色:緑●形状:ペースト状●タイプ:もらいサビ・汚れ取り強力型●容量:4L,ケミカル山本　ピカ素＃ＳＵＳ３００Ｗ４　YTS300W4：工具箱　楽天市場店,ケミカル山本　ピカ素＃ＳＵＳ３００Ｗ４　YTS300W4,【業務用】 オレンジブック2017掲載。ケミカル山本　ピカ素＃ＳＵＳ３００Ｗ４　YTS300W4[rn]
30-10662,http://tshop.r10s.jp/kougubako/cabinet/orange2017/trs13/trs3517934.jpg?fitin=700:700,19872.0000,,花・ガーデン・DIY > DIY・工具 > その他,マイト　スケーラ焼け取り用電解液　SUS2004L,【業務用】 オレンジブック2017掲載,<b>メーカー／マイト工業（株）</b><br><br>【特長】<br>●効率の良い還元剤の配合により6価クロムを3価クロムに変換しますので安全です。●中性液SUS2004Lは電解処理後、水拭きで大丈夫です。<br><br>【用途】<br>●スケーラ用。●水洗いの出来ない場所で威力を発揮します。<br><br>【仕様】<br>●色:グリーン●容量(L):4●用途:万能タイプ●適用焼け取り:◎●適用不動態化:-●六価クロム撲滅対策:◎●HL材鏡面材へ好適:○●水拭き仕上げ可能:◎●中和処理不要:○<br><br>【質量】　4.6KG<br><br>【原産国】　日本<br><br>【2017　オレンジブック掲載】　4 1952　ページ■商品コード：trs3517934　●色:グリーン●容量(L):4●用途:万能タイプ●適用焼け取り:◎●適用不動態化:-●六価クロム撲滅対策:◎●HL材鏡面材へ好適:○●水拭き仕上げ可能:◎●中和処理不要:○,マイト　スケーラ焼け取り用電解液　SUS2004L：工具箱　楽天市場店,マイト　スケーラ焼け取り用電解液　SUS2004L,【業務用】 オレンジブック2017掲載。マイト　スケーラ焼け取り用電解液　SUS2004L[rn]
